"doi","name","url","subjects","match"
"10.25504/FAIRsharing.d6423b","WDC Sunspot Index and Long-term Solar Observations","http://sidc.be/silso/home","c(""Electromagnetism"", ""Astrophysics and Astronomy"", ""Earth Science"", ""Atmospheric Science"")",NA
NA,"Biodiversity Network of the Humboldt-Ring","https://www.binhum.net","c(""Botany"", ""Zoology"", ""Paleontology"", ""Biodiversity"", ""Natural History"")",NA
NA,"Leibniz Centre for Agricultural Landscape Research Open Research Data","http://open-research-data-zalf.ext.zalf.de/default.aspx","c(""Food Security"", ""Biodiversity"", ""Agriculture"")",NA
"10.25504/FAIRsharing.a2e209","European Organisation for the Exploitation of Meteorological Satellites Product Navigator","https://navigator.eumetsat.int/","c(""Meteorology"", ""Atmospheric Science"", ""Remote Sensing"", ""Oceanography"")",NA
NA,"Ocean Observatories Initiative Data Portal","https://ooinet.oceanobservatories.org/","c(""Environmental Science"", ""Oceanography"")",NA
NA,"Bridges","https://bridges.monash.edu/","c(""Econometrics"", ""Economics"", ""Environmental Science"", ""Computer Architecture"", ""Social Medicine"", ""Critical Care Medicine"", ""Nuclear Medicine"", ""Aerospace Engineering"", ""Medicine"", ""Geriatric Medicine"", ""Forensic Medicine"", ""Art History"", ""Media Studies"", ""Philosophy"", ""Materials Engineering"", ""Health Science"", ""Architecture"", ""Modern History"", ""Public Law"", ""Electrical Engineering"", ""Business Administration"", ""Fine Arts"", ""Criminal Law"", ""Pharmacy"", ""Regenerative Medicine"", ""Civil Engineering"", 
""Infectious Disease Medicine"", ""Ancient History"", ""History"", ""Earth Science"", ""Atmospheric Science"", ""Computational Biology"", ""Pharmacology"", ""Materials Science"", ""Pharmacogenomics"", ""Computer Science"", ""Subject Agnostic"", ""Medical Physics"", ""Molecular Medicine"", ""Theology"", ""Chemical Engineering"", ""Linguistics"", ""Respiratory Medicine"", ""Neuroscience"", ""Computational Chemistry"", ""Building Design"", ""Medicinal Chemistry"")",NA
NA,"Water Quality Portal","https://www.waterqualitydata.us/","c(""Water Management"", ""Water Research"")",NA
"10.25504/FAIRsharing.fa3c0f","Ocean Data Explorer","https://portal.aoos.org/","c(""Marine Biology"", ""Oceanography"", ""Hydrology"")",NA
"10.25504/FAIRsharing.l3u60T","University of Tasmania Research Data Portal","https://rdp.utas.edu.au","Subject Agnostic",NA
"10.25504/FAIRsharing.p9SgT0","Integrated Carbon Observation System Data Portal","https://data.icos-cp.eu/portal/","c(""Environmental Science"", ""Atmospheric Science"", ""Ecosystem Science"")",NA
"10.25504/FAIRsharing.2y1KMt","GlycoPOST","https://glycopost.glycosmos.org","c(""Life Science"", ""Glycomics"")","Life Science"
"10.25504/FAIRsharing.a95199","Inorganic Crystal Structure Database","https://icsd.fiz-karlsruhe.de/index.xhtml","c(""Inorganic Molecular Chemistry"", ""Chemistry"")",NA
NA,"Chesapeake Bay Environmental Observatory","http://cbeo.communitymodeling.org/index.php","c(""Environmental Science"", ""Geoinformatics"", ""Ecology"", ""Earth Science"", ""Oceanography"", ""Hydrology"")",NA
NA,"South Australian Resources Information Geoserver","https://map.sarig.sa.gov.au/","c(""Geochemistry"", ""Geology"", ""Paleontology"", ""Geography"", ""Earth Science"", ""Mineralogy"")",NA
NA,"Index to Marine and Lacustrine Geological Samples","https://www.ngdc.noaa.gov/mgg/curator/curator.html","c(""Geology"", ""Geography"", ""Earth Science"", ""Oceanography"")",NA
NA,"International Real-time Magnetic Observatory Network","https://intermagnet.github.io/","Earth Science",NA
NA,"Geological and Environmental Reference Materials","http://georem.mpch-mainz.gwdg.de/","c(""Geochemistry"", ""Environmental Science"", ""Geology"", ""Earth Science"", ""Mineralogy"", ""Biology"")",NA
NA,"Claremont Colleges Digital Library","https://ccdl.claremont.edu/digital/","c(""Social Science"", ""Geography"", ""Humanities and Social Science"", ""Literary Studies"", ""Psychology"", ""Fine Arts"", ""History"", ""Life Science"", ""Political Science"", ""Anthropology"")","Life Science"
"10.25504/FAIRsharing.wL29nJ","Digital Repository of Ireland","https://repository.dri.ie/","c(""Data Governance"", ""Humanities and Social Science"")",NA
"10.25504/FAIRsharing.20f490","DDBJ Biosample","https://www.ddbj.nig.ac.jp/biosample/index-e.html","c(""Life Science"", ""Biology"")","Life Science"
NA,"ACTRIS Data Centre","https://actris.nilu.no/","c(""Meteorology"", ""Earth Science"", ""Atmospheric Science"")",NA
NA,"Land Processes Distributed Active Archive Center","https://lpdaac.usgs.gov/","Earth Science",NA
"10.25504/FAIRsharing.04fcf5","EMDataResource","http://www.emdataresource.org/","c(""Virology"", ""Life Science"", ""Epidemiology"")","Life Science"
"10.25504/FAIRsharing.uBpQ1q","Panorama Public","https://panoramaweb.org","c(""Proteomics"", ""Life Science"", ""Metabolomics"")","Life Science"
NA,"GHDDI Info Sharing Portal","https://ghddi-ailab.github.io/Targeting2019-nCoV/","c(""Drug Discovery"", ""Clinical Studies"", ""Virology"", ""Biomedical Science"", ""Epidemiology"")",NA
NA,"Reframedb","https://reframedb.org/","c(""Drug Repositioning"", ""Virology"", ""Life Science"", ""Biomedical Science"", ""Epidemiology"")","Life Science"
NA,"Northern California Earthquake Data Center","http://ncedc.org/","c(""Geophysics"", ""Earth Science"")",NA
"10.25504/FAIRsharing.9ATgeT","NORMAN Substance Database","https://www.norman-network.com/nds/susdat/","c(""Environmental Science"", ""Drug Metabolism"", ""Metabolomics"", ""Analytical Chemistry"")",NA
"10.25504/FAIRsharing.4ufVpm","NASA Socioeconomic Data and Applications Center","https://sedac.ciesin.columbia.edu/","c(""Environmental Science"", ""Social Science"", ""Earth Science"")",NA
NA,"Tropospheric Emission Spectrometer","https://tes.jpl.nasa.gov/data","c(""Chemistry"", ""Earth Science"")",NA
"10.25504/FAIRsharing.GbmifP","Repository & Open Science Access Portal","https://rosap.ntl.bts.gov/","c(""Construction Engineering"", ""Transportation Planning"", ""Urban Planning"", ""Civil Engineering"", ""Materials Science"")",NA
"10.25504/FAIRsharing.SWMYY2","Scholars' Mine","https://scholarsmine.mst.edu/","c(""Data Management"", ""Subject Agnostic"")",NA
NA,"Pakistan Petroleum Exploration & Production Data Repository","http://www.ppepdr.net/","c(""Engineering Science"", ""Earth Science"", ""Mineralogy"")",NA
NA,"NARSTO","https://www.narsto.org/data_archive","c(""Environmental Science"", ""Health Science"", ""Meteorology"", ""Earth Science"", ""Atmospheric Science"")",NA
NA,"Panel Study of Income Dynamics","https://psidonline.isr.umich.edu/default.aspx#gsc.tab=0","c(""Economics"", ""Demographics"", ""Public Health"", ""Humanities and Social Science"", ""Social Psychology"", ""Social and Behavioural Science"")",NA
NA,"Ozone Mapping & Profiler Suite","https://ozoneaq.gsfc.nasa.gov/omps/","c(""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.86123d","Scholars' Bank","https://scholarsbank.uoregon.edu/xmlui/","c(""Data Management"", ""Subject Agnostic"")",NA
"10.25504/FAIRsharing.f384c3","SeaWiFS Bio-optical Archive and Storage System","https://seabass.gsfc.nasa.gov/","c(""Earth Science"", ""Atmospheric Science"", ""Oceanography"")",NA
NA,"U.S. Census Bureau TIGER/Line Shapefiles and TIGER/Line® Files","https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html","c(""Humanities and Social Science"", ""Earth Science"")",NA
"10.25504/FAIRsharing.5b85dc","Satellite Application Facility on Climate Monitoring","https://www.cmsaf.eu/EN/Home/home_node.html","c(""Hydrogeology"", ""Environmental Science"", ""Earth Science"")",NA
"10.25504/FAIRsharing.zVIgGf","Crossref","https://www.crossref.org/","Data Management",NA
"10.25504/FAIRsharing.odf1nG","Funder Registry","https://search.crossref.org/funding","Data Management",NA
"10.25504/FAIRsharing.1jKfji","Research Organization Registry","https://ror.org","Data Management",NA
"10.25504/FAIRsharing.0pUMYW","Global Research Identifier Database","https://grid.ac/","Data Management",NA
NA,"COSYNA data web portal","http://codm.hzg.de/codm","c(""Geochemistry"", ""Earth Science"", ""Atmospheric Science"")",NA
NA,"Strong Motion Virtual Data Center","https://strongmotioncenter.org/vdc/scripts/default.plx","c(""Geology"", ""Geophysics"", ""Geotechnics"", ""Earth Science"")",NA
NA,"South African Environmental Observation Network Data Portal","http://www.saeon.ac.za/data-portal-access","Earth Science",NA
"10.25504/FAIRsharing.966e33","World Ozone and UV Data Centre","https://woudc.org/home.php","c(""Meteorology"", ""Earth Science"")",NA
NA,"DART Data","http://dartportal.leeds.ac.uk/","c(""Cartography"", ""Humanities"", ""Geoinformatics"", ""Ancient Cultures"", ""Earth Science"")",NA
"10.25504/FAIRsharing.d9d234","Atmospheric Science Data Center","https://asdc.larc.nasa.gov/","c(""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.OXUGmN","Earthdata powered by EOSDIS","https://earthdata.nasa.gov/","c(""Earth Science"", ""Atmospheric Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.3fe18b","Alaska Satellite Facility","https://asf.alaska.edu/","c(""Geophysics"", ""Earth Science"")",NA
"10.25504/FAIRsharing.8f84ad","Distributed Active Archive Center at National Snow & Ice Data Center","https://nsidc.org/daac/","c(""Hydrogeology"", ""Environmental Science"", ""Earth Science"", ""Atmospheric Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.0a674c","Scopus","https://www.scopus.com/","Subject Agnostic",NA
NA,"ScholeXplorer","https://scholexplorer.openaire.eu/#/","Data Management",NA
NA,"National Microbiome Data Collaborative","https://microbiomedata.org/","c(""Microbial Ecology"", ""Data Integration"", ""Applied Microbiology"", ""Microbial Physiology"", ""Data Management"", ""Proteomics"", ""Data Quality"", ""Transcriptomics"")",NA
"10.25504/FAIRsharing.wmB5Os","Archive of Data on Disability to Enable Policy and research","https://www.icpsr.umich.edu/web/pages/ADDEP/index.html","c(""Health Science"", ""Social Policy"")",NA
NA,"NASA OceanColor","https://oceancolor.gsfc.nasa.gov/","c(""Earth Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.6bb22f","Physical Oceanography Distributed Active Archive Center","https://podaac.jpl.nasa.gov/","c(""Earth Science"", ""Oceanography"")",NA
NA,"Crustal Dynamics Data Information System","https://cddis.nasa.gov/","c(""Geophysics"", ""Geodesy"", ""Earth Science"")",NA
"10.25504/FAIRsharing.787faa","Cochrane Library","https://www.cochranelibrary.com/","c(""Clinical Studies"", ""Health Science"", ""Medical Informatics"")",NA
"10.25504/FAIRsharing.e0b9db","HALO Database","https://halo-db.pa.op.dlr.de/","c(""Geophysics"", ""Meteorology"", ""Geodesy"", ""Earth Science"", ""Atmospheric Science"")",NA
NA,"SUNScholarData","https://scholardata.sun.ac.za/","c(""Environmental Science"", ""Engineering Science"", ""Social Science"", ""Health Science"", ""Chemistry"", ""Earth Science"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.d95034","Integrated Climate Data Center","https://icdc.cen.uni-hamburg.de/en/icdc.html","c(""Social Science"", ""Meteorology"", ""Earth Science"", ""Atmospheric Science"", ""Remote Sensing"", ""Oceanography"")",NA
"10.25504/FAIRsharing.YzTIE8","National Tibetan Plateau/Third Pole Environment Data Center","https://data.tpdc.ac.cn/en/","c(""Geology"", ""Geography"", ""Geophysics"", ""Ecology"", ""Earth Science"", ""Atmospheric Science"", ""Water Research"", ""Hydrology"")",NA
"10.25504/FAIRsharing.4TCb1c","International Council for the Exploration of the Sea Data Portal","https://ecosystemdata.ices.dk/","c(""Marine Biology"", ""Biodiversity"", ""Earth Science"", ""Life Science"", ""Oceanography"", ""Ecosystem Science"")","Life Science"
"10.25504/FAIRsharing.Tk7tqj","ChemTHEATRE","https://chem-theatre.com","c(""Environmental Science"", ""Chemistry"")",NA
NA,"WHOI Ship Data-Grabber System","http://4dgeo.whoi.edu/shipdata/SDG_shipdata.html","c(""Earth Science"", ""Oceanography"", ""Water Research"")",NA
"10.25504/FAIRsharing.SfXDoZ","French Biodiversity (meta)data repository","https://data.pndb.fr/","c(""Agroecology"", ""Microbial Ecology"", ""Metagenomics"", ""Genomics"", ""Ecology"", ""Biodiversity"", ""Phylogenomics"")",NA
NA,"Site Survey Data Bank","http://ssdb.iodp.org/","Oceanography",NA
"10.25504/FAIRsharing.f5bf2e","Seamount Catalog","https://earthref.org/SC/","c(""Geology"", ""Oceanography"")",NA
"10.25504/FAIRsharing.c7bf1b","Reanalysis Tropopause Data Repository","https://datapub.fz-juelich.de/slcs/tropopause/","c(""Meteorology"", ""Earth Science"")",NA
"10.25504/FAIRsharing.938eb4","Environmental Dataset Gateway","https://edg.epa.gov/metadata/catalog/main/home.page","c(""Environmental Science"", ""Demographics"", ""Energy Engineering"", ""Public Health"", ""Global Health"", ""Public Law"", ""Ecology"", ""Earth Science"", ""Agriculture"", ""Water Management"")",NA
"10.25504/FAIRsharing.tNQAlF","LSHTM Research Online","https://researchonline.lshtm.ac.uk/","c(""Health Science"", ""Humanities and Social Science"", ""Microbiology"", ""Tropical Medicine"", ""Epidemiology"")",NA
NA,"Edition Topoi research platform","http://repository.edition-topoi.org/","c(""Archaeology"", ""History of Science"", ""Humanities"", ""Prehistory"", ""Religious Studies"", ""Art History"", ""Philosophy"", ""Architecture"", ""Chemistry"", ""Ancient Cultures"", ""Astrophysics and Astronomy"", ""Earth Science"", ""Subject Agnostic"", ""Linguistics"")",NA
"10.25504/FAIRsharing.hrM7RP","Arctic Permafrost Geospatial Centre","https://apgc.awi.de/","c(""Soil Science"", ""Earth Science"")",NA
"10.25504/FAIRsharing.44a554","Global Terrestrial Network for Permafrost - Database","http://gtnpdatabase.org/","Earth Science",NA
"10.25504/FAIRsharing.tYYt1o","Astromaterials Data System","https://www.astromat.org","c(""Geochemistry"", ""Astrophysics and Astronomy"")",NA
NA,"Data Center for Aurora in NIPR","http://polaris.nipr.ac.jp/~aurora/","c(""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.bsAeqi","COVID-HEP Registry","https://www.covid-hep.net/","c(""Critical Care Medicine"", ""Health Science"", ""Infectious Disease Medicine"", ""Medical Virology"", ""Gastroenterology"", ""Epidemiology"")",NA
NA,"World Data Centre for Meteorology, Obninsk","http://meteo.ru/mcd/ewdcmet.html","c(""Meteorology"", ""Earth Science"")",NA
"10.25504/FAIRsharing.qwzEsc","Institute for Marine and Antarctic Studies Data Portal","https://data.imas.utas.edu.au/static/landing.html","c(""Environmental Science"", ""Marine Biology"")",NA
"10.25504/FAIRsharing.54e74f","Air Information Resource","https://uk-air.defra.gov.uk/data/","c(""Health Science"", ""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.155022","Historical Climate Data, Canada","https://climate.weather.gc.ca/","c(""Soil Science"", ""Meteorology"", ""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.de9d18","Scripps Institute of Oceanography Explorer","http://siox.sdsc.edu/","c(""Geology"", ""Geophysics"", ""Earth Science"", ""Oceanography"", ""Digital Image Processing"")",NA
"10.25504/FAIRsharing.566048","World Ocean Atlas","https://www.ncei.noaa.gov/products/world-ocean-atlas","c(""Geochemistry"", ""Oceanography"")",NA
"10.25504/FAIRsharing.7be14b","Surface Radiation Budget Network Database","https://www.esrl.noaa.gov/gmd/grad/surfrad/index.html","c(""Meteorology"", ""Hydrology"")",NA
"10.25504/FAIRsharing.2a1652","Integrated Ocean Observing System National Data Portal","https://ioos.us/","c(""Environmental Science"", ""Marine Biology"", ""Biodiversity"", ""Oceanography"")",NA
NA,"Upper Ocean Processes Group","http://uop.whoi.edu/index.html","c(""Meteorology"", ""Earth Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.2877fa","Global Monitoring Laboratory Data Finder and Viewer","https://esrl.noaa.gov/gmd/dv/data/","c(""Energy Engineering"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.a7abca","Keck Observatory Archive","https://nexsci.caltech.edu/archives/koa/","c(""Geophysics"", ""Astrophysics and Astronomy"", ""Earth Science"")",NA
"10.25504/FAIRsharing.298d50","Network for the Detection of Atmospheric Composition Change","http://www.ndaccdemo.org/","c(""Atmospheric Science"", ""Remote Sensing"")",NA
"10.25504/FAIRsharing.b688ad","Data Basin","https://databasin.org/","c(""Environmental Science"", ""Geography"", ""Earth Science"", ""Water Management"", ""Oceanography"")",NA
"10.25504/FAIRsharing.vx5OEv","ViruSurf","http://gmql.eu/virusurf/","c(""Data Integration"", ""Data Management"", ""Data Quality"", ""Virology"", ""Life Science"", ""Microbiology"", ""Data Visualization"")","Life Science"
"10.25504/FAIRsharing.a00142","Climate Data Online","https://www.ncdc.noaa.gov/cdo-web/","c(""Meteorology"", ""Atmospheric Science"", ""Remote Sensing"", ""Oceanography"")",NA
"10.25504/FAIRsharing.951f2b","NOAA National Centers for Environmental Information Paleoclimatology Data","https://www.ncdc.noaa.gov/data-access/paleoclimatology-data","c(""Geophysics"", ""Earth Science"")",NA
"10.25504/FAIRsharing.fb172e","Comprehensive Large Array-data Stewardship System","https://www.avl.class.noaa.gov/","c(""Environmental Science"", ""Meteorology"", ""Remote Sensing"", ""Oceanography"")",NA
NA,"Earth Prints Open Archive","https://www.earth-prints.org/","c(""Geology"", ""Geophysics"", ""Earth Science"", ""Atmospheric Science"", ""Oceanography"", ""Hydrology"")",NA
NA,"Deep Carbon Observatory Digital Object Registry","https://info.deepcarbon.net/vivo/","c(""Geochemistry"", ""Microbial Ecology"", ""Thermodynamics"", ""Mineralogy"")",NA
NA,"Portal de Datos del Mar","http://portal.mincyt.gob.ar/portal/portal/sndm/home","c(""Environmental Science"", ""Marine Biology"", ""Earth Science"")",NA
"10.25504/FAIRsharing.b2017d","Bjerknes Climate Data Centre","https://www.bcdc.no/","c(""Environmental Science"", ""Geology"", ""Earth Science"", ""Atmospheric Science"", ""Oceanography"")",NA
NA,"Alberta Geological Survey Open Data Portal","https://geology-ags-aer.opendata.arcgis.com/","c(""Hydrogeology"", ""Geology"", ""Earth Science"", ""Mineralogy"")",NA
"10.25504/FAIRsharing.809b50","Quinte West Open GIS Data Portal","http://geodata-quintewest.opendata.arcgis.com/","c(""Social Science"", ""Urban Planning"", ""Earth Science"")",NA
"10.25504/FAIRsharing.dec381","PermaSense :: GSN","http://data.permasense.ch/","c(""Environmental Science"", ""Geophysics"", ""Earth Science"")",NA
NA,"New Mexico Bureau of Geology & Mineral Resources Data Repository","https://geoinfo.nmt.edu/repository/index.cfml","c(""Hydrogeology"", ""Geology"", ""Earth Science"", ""Mineralogy"")",NA
NA,"HydroClient","http://data.cuahsi.org/","c(""Meteorology"", ""Hydrology"")",NA
"10.25504/FAIRsharing.ltYWUS","Energy Data eXchange","https://edx.netl.doe.gov","c(""Geochemistry"", ""Geology"", ""Energy Engineering"")",NA
"10.25504/FAIRsharing.1547e3","LITTERBASE","https://litterbase.awi.de","c(""Environmental Science"", ""Marine Biology"")",NA
NA,"Canadian Biodiversity Information Facility","https://www.cbif.gc.ca/eng/home/?id=1370403266262","c(""Agroecology"", ""Botany"", ""Taxonomy"", ""Biodiversity"", ""Agriculture"", ""Life Science"", ""Biology"", ""Ecosystem Science"")","Life Science"
"10.25504/FAIRsharing.e8e24f","Hustedt Diatom Collection Database","http://hustedt.awi.de/default.aspx#ViewID=Home","c(""Marine Biology"", ""Freshwater Science"")",NA
"10.25504/FAIRsharing.lU7PSC","COVID-19 Pandemic (AUSSDA - The Austrian Social Science Data Archive)","https://data.aussda.at/dataverse/covid19","Social Science",NA
"10.25504/FAIRsharing.RJ3PDJ","AUSSDA Dataverse","https://data.aussda.at","c(""Data Management"", ""Humanities and Social Science"")",NA
"10.25504/FAIRsharing.e2cbef","Continuous Plankton Recorder Survey","https://www.cprsurvey.org/","c(""Environmental Science"", ""Earth Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.6069e1","Data.gov","https://www.data.gov/","c(""Geriatric Medicine"", ""Maritime Engineering"", ""Energy Engineering"", ""Health Science"", ""Earth Science"", ""Agriculture"", ""Oceanography"")",NA
"10.25504/FAIRsharing.iC6iSd","Spatio-temporal cell atlas of the human brain","http://stab.comp-sysbio.org","c(""Neurogenetics"", ""Neurobiology"", ""Bioinformatics"", ""Developmental Neurobiology"", ""Developmental Biology"", ""Life Science"", ""Cell Biology"")","Life Science"
"10.25504/FAIRsharing.57880c","Data Portal of the Alfred Wegener Institute","https://marine-data.de/","c(""Geology"", ""Meteorology"", ""Marine Biology"", ""Atmospheric Science"", ""Remote Sensing"")",NA
"10.25504/FAIRsharing.dac16a","German Marine Research Alliance Marine Data Portal","https://marine-data.de","c(""Meteorology"", ""Marine Biology"", ""Earth Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.M2wo0O","OpenAltimetry","https://openaltimetry.org/","c(""Geoinformatics"", ""Earth Science"")",NA
NA,"Library of Experimental Phase Relations / TraceDs","http://traceds.ofm-research.org","Earth Science",NA
"10.25504/FAIRsharing.fNXAq5","ETH Zürich Research Collection","https://www.research-collection.ethz.ch/","c(""Economics"", ""Environmental Science"", ""Health Science"", ""Architecture"", ""Humanities and Social Science"", ""Civil Engineering"", ""Earth Science"", ""Mathematics"", ""Life Science"", ""Computer Science"", ""Physics"", ""Bioengineering"", ""Political Science"")","Life Science"
NA,"UWA Profiles and Research Repository","https://research-repository.uwa.edu.au/","c(""Medicine"", ""Clinical Studies"", ""Health Science"", ""Life Science"")","Life Science"
NA,"Open Government Data Portal of Tamil Nadu","https://tn.data.gov.in/","c(""Economics"", ""Public Finance"", ""Environmental Science"", ""Forest Management"", ""Culture"", ""Industrial Engineering"", ""Education Science"", ""Health Science"", ""Humanities and Social Science"", ""Art"", ""Agriculture"", ""Water Management"", ""Communication Science"")",NA
NA,"IOW Data Portal","https://www.io-warnemuende.de/data-portal.html","c(""Environmental Science"", ""Geology"", ""Geography"", ""Earth Science"", ""Oceanography"")",NA
NA,"Total Carbon Column Observing Network Data Archive","https://tccondata.org/","c(""Earth Science"", ""Atmospheric Science"", ""Remote Sensing"")",NA
NA,"CLIVAR and Carbon Hydrographic Data Office","https://cchdo.ucsd.edu/","c(""Hydrography"", ""Earth Science"", ""Atmospheric Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.5a929e","International Microvillus Inclusion Disease Patient Registry","https://mvid-central.org/","c(""Pediatrics"", ""Cell Biology"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.gX56qR","CowpeaMine","https://mines.legumeinfo.org/cowpeamine","c(""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.73afbf","National Science Digital Library","https://nsdl.oercommons.org","c(""Engineering Science"", ""Chemistry"", ""Natural Science"", ""Mathematics"", ""Life Science"", ""Computer Science"", ""Physics"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.1e2ced","Ocean Network Canada","https://data.oceannetworks.ca/home?TREETYPE=1&LOCATION=11&TIMECONFIG=0","c(""Environmental Science"", ""Earth Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.6bfdfc","American Mineralogist Crystal Structure Database","http://rruff.geo.arizona.edu/AMS/amcsd.php","c(""Chemistry"", ""Earth Science"", ""Mineralogy"", ""Physics"")",NA
"10.25504/FAIRsharing.924f0a","EURO-VO Registry","http://registry.euro-vo.org/eurovo/#landing_page","c(""Astrophysics and Astronomy"", ""Subject Agnostic"")",NA
"10.25504/FAIRsharing.58lHsV","OmicsDB","http://www.omicsdb.org/","c(""Functional Genomics"", ""Life Science"", ""Transcriptomics"")","Life Science"
"10.25504/FAIRsharing.TFhZ4P","RatMine","http://ratmine.mcw.edu/ratmine/begin.do","c(""Genomics"", ""Life Science"", ""Comparative Genomics"")","Life Science"
"10.25504/FAIRsharing.wmZz9V","WormMine","http://intermine.wormbase.org/tools/wormmine/begin.do","c(""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.33269d","Human Transcriptional Regulation Interactions database","http://www.lbbc.ibb.unesp.br/htri/index.jsp","c(""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.c7edd8","Human Genetic Variation Database","http://www.hgvd.genome.med.kyoto-u.ac.jp/","c(""Genomics"", ""Life Science"", ""Comparative Genomics"")","Life Science"
"10.25504/FAIRsharing.hESBcy","Genomic Expression Archive","https://www.ddbj.nig.ac.jp/gea","c(""Functional Genomics"", ""Epigenetics"", ""Life Science"")","Life Science"
NA,"Human Reference Protein Interactome Mapping Project","http://interactome.baderlab.org/","c(""Life Science"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.0c6bc2","FlyAtlas 2","http://flyatlas.gla.ac.uk/FlyAtlas2/index.html","c(""Life Science"", ""Transcriptomics"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.14c4ca","Fly-FISH","http://fly-fish.ccbr.utoronto.ca/","c(""Life Science"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.9btRvC","China National GeneBank DataBase","https://db.cngb.org/","c(""Data Integration"", ""Data Management"", ""Life Science"")","Life Science"
NA,"Chinese National Arctic and Antarctic Data Center","https://www.chinare.org.cn/en/","c(""Environmental Science"", ""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.278768","coastMap","https://www.hzg.de/institutes_platforms/coastmap/index.php.en","c(""Environmental Science"", ""Geology"", ""Marine Biology"", ""Atmospheric Science"", ""Oceanography"")",NA
NA,"Copernicus Space Component Data Access","https://spacedata.copernicus.eu","c(""Geology"", ""Earth Science"", ""Atmospheric Science"", ""Oceanography"", ""Physical Geography"")",NA
NA,"Modelzoo","https://modelzoo.co/","character(0)",NA
"10.25504/FAIRsharing.HZcqfR","UniCarb-DR","http://www.unicarb-dr.org","c(""Glycomics"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.fr95Qm","The database of eukaryotic RNA binding proteins","http://eurbpdb.syshospital.org/","c(""Oncology"", ""Life Science"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.p7YFEc","National Biodiversity Network Atlas","https://nbnatlas.org/","c(""Ecology"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.SnTbUa","MAR databases","https://mmp2.sfb.uit.no/databases/","c(""Metagenomics"", ""Genomics"", ""Marine Biology"")",NA
"10.25504/FAIRsharing.ea591a","Canada Vigilance Adverse Reaction Online Database","https://www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-canada/adverse-reaction-database.html","c(""Medicine"", ""Biomedical Science"", ""Medical Informatics"")",NA
"10.25504/FAIRsharing.FiYkCp","EMODnet Seabed Habitats","https://www.emodnet-seabedhabitats.eu/","c(""Environmental Science"", ""Geography"", ""Geophysics"", ""Marine Biology"", ""Biodiversity"", ""Earth Science"", ""Oceanography"", ""Physical Geography"")",NA
"10.25504/FAIRsharing.ANR6qz","BIOchemical PathwaY DataBase","http://biopydb.ncl.res.in/biopydb/index.php","c(""Biochemistry"", ""Proteomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.2VADoR","The Data Platform for Plasma Technology","https://www.inptdat.de","c(""Atomic, Molecular, Optical and Plasma Physics"", ""Physical Chemistry"", ""Materials Science"", ""Medical Physics"")",NA
"10.25504/FAIRsharing.d6Pe1f","ESS-DIVE: Environmental Systems Science Data Infrastructure for a Virtual Ecosystem","https://data.ess-dive.lbl.gov/","c(""Geochemistry"", ""Environmental Science"", ""Earth Science"", ""Hydrology"")",NA
"10.25504/FAIRsharing.SrP8P7","Dynamic Ecological Information Management System - Site and Dataset Registry","https://deims.org","c(""Environmental Science"", ""Ecology"", ""Ecosystem Science"")",NA
"10.25504/FAIRsharing.ZKahvn","DNA Methylation Interactive Visualization Database","http://www.unimd.org/dnmivd/","c(""Oncology"", ""Epigenetics"", ""Data Visualization"")",NA
"10.25504/FAIRsharing.408108","iDog","https://bigd.big.ac.cn/idog/","c(""Genomics"", ""Genetics"", ""Comparative Genomics"")",NA
NA,"Internal Control Genes","http://icg.big.ac.cn/index.php/Main_Page","Genetics",NA
