"re3data_ID","type","certificate","repositoryURL","repositoryName","subject","providerType","dataLicenseName","databaseAccessType","dataAccessType","policyName","description"
"r3d100011416","disciplinary_AND_institutional","","https://www-amdis.iaea.org/GENIE/","GENIE","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_32 Physics","dataProvider_AND_serviceProvider","Copyrights","open","open","","GENIE (GENeral Internet search Engine) allows a simultaneous search on multiple databases for spectral and collisional atomic data for fusion and atomic physics research."
"r3d100011417","disciplinary","","https://physics.nist.gov/cgi-bin/ASBib1/LineBroadBib.cgi","NIST Atomic Spectral Line Broadening Bibliographic Database","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30301 Physical Chemistry of Molecules, Interfaces and Liquids - Spectroscopy, Kinetics_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_31 Chemistry_AND_32 Physics","serviceProvider","other","open","open","Disclaimer_AND_NIST quality standards_AND_NIST scientific integrity","This database contains references to publications that include numerical data, general information, comments, and reviews on atomic line broadening and shifts, and is part of the collection of the NIST Atomic Spectroscopy Data Center http://www.nist.gov/pml/div684/grp01/asdc_info.cfm"
"r3d100011418","disciplinary","","https://nlte.nist.gov/FLY/","NIST FLYCHK","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30301 Physical Chemistry of Molecules, Interfaces and Liquids - Spectroscopy, Kinetics_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_31 Chemistry_AND_32 Physics","dataProvider","Copyrights_AND_Public Domain","restricted","restricted","Disclaimer_AND_NIST quality standards_AND_NIST scientific integrity Policy","FLYCHK provides a capability to generate atomic level populations and charge state distributions for low-Z to mid-Z elements under NLTE conditions."
"r3d100011419","disciplinary","","https://nlte.nist.gov/SAHA/","NIST Saha Plasma Population Kinetics Modeling Database","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30301 Physical Chemistry of Molecules, Interfaces and Liquids - Spectroscopy, Kinetics_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_31 Chemistry_AND_32 Physics","dataProvider","other","open","open_AND_restricted","Disclaimer_AND_NIST quality standards_AND_NIST scientific integrity Policy","This database contains benchmark results for simulation of plasma population kinetics and emission spectra. The data were contributed by the participants of the 3rd Non-LTE Code Comparison Workshop who have unrestricted access to the database."
"r3d100011420","disciplinary","","https://physics.nist.gov/cgi-bin/ASBib1/TransProbBib.cgi","NIST Atomic Transition Probability Bibliographic Database","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30301 Physical Chemistry of Molecules, Interfaces and Liquids - Spectroscopy, Kinetics_AND_31 Chemistry_AND_32 Physics","dataProvider","Copyrights_AND_Public Domain","open","open","Disclaimer_AND_NIST quality standards_AND_NIST scientific integrity Policy","This database contains references to publications that include numerical data, comments, and reviews on atomic transition probabilities (oscillator strengths, line strengths, or radiative lifetimes), and is part of the collection of the NIST Atomic Spectroscopy Data Center http://physics.nist.gov/PhysRefData/datarefs/datarefs_search_form.html"
"r3d100011421","disciplinary","","https://www.nist.gov/pml/ultraviolet-spectrum-platinum-lamp","NIST Ultraviolet Spectrum of Platinum Lamp","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30301 Physical Chemistry of Molecules, Interfaces and Liquids - Spectroscopy, Kinetics_AND_31 Chemistry_AND_32 Physics","dataProvider","Copyrights_AND_Public Domain","open","open","NIST quality standards_AND_NIST scientific integrity Policy_AND_Public Access to NIST Research","In February 1986 the NIST measurements were communicated to appropriate astronomers for use in ground-based testing and calibration programs for the GHRS, and in 1990 the NIST group published the new wavelengths for about 3000 lines in the Supplement Series of the Astrophysical Journal. The full report on the NIST measurements in the form of a complete and detailed atlas of the platinum/neon spectrum presented in this special issue of the Journal of Research of NIST will be highly useful to a wide range of scientists."
"r3d100011423","disciplinary","","https://www.nist.gov/pml/handbook-basic-atomic-spectroscopic-data","Handbook of Basic Atomic Spectroscopic Data","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30301 Physical Chemistry of Molecules, Interfaces and Liquids - Spectroscopy, Kinetics_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_31 Chemistry_AND_32 Physics","dataProvider","Copyrights_AND_Public Domain","open","open","NIST quality standards_AND_NIST scientific integrity Policy_AND_Public Access to NIST Research","This handbook is designed to provide a selection of the most important and frequently used atomic spectroscopic data in an easily accessible format. The compilation includes data for the neutral and singly-ionized atoms of all elements hydrogen through einsteinium (Z = 1-99)."
"r3d100011424","disciplinary","","https://physics.nist.gov/cuu/Constants/index.html","The NIST Reference on Constants, Units, and Uncertainty","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_307 Condensed Matter Physics_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_309 Particles, Nuclei and Fields_AND_31 Chemistry_AND_32 Physics","dataProvider","other","open","open","Disclaimer_AND_NIST quality standards_AND_NIST scientific integrity Policy","This database gives values of the basic constants and conversion factors of physics and chemistry resulting from the 2002 least-squares adjustment of the fundamental physical constants as published by the CODATA Task Group on Fundamental Constants and recommended for international use by CODATA."
"r3d100011426","disciplinary_AND_institutional","","http://kurucz.harvard.edu/","Robert L. Kurucz","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_309 Particles, Nuclei and Fields_AND_30901 Particles, Nuclei and Fields_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Public Domain","open","open","CfA Image Use Policy","This site provides up-to-date public access to Robert L. Kurucz data and programs: Vita and bibliography, papers, atoms, molecules, linelists, opacities, grids of model atmospheres, sun, stars, programs, CD-ROMs."
"r3d100011427","disciplinary_AND_institutional","","https://www.cfa.harvard.edu/amp/ampdata/databases.html","R. L. Kurucz atomic linelist","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_309 Particles, Nuclei and Fields_AND_30901 Particles, Nuclei and Fields_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Public Domain_AND_other","open","open","CfA Image Use Policy","This facility permits selective searches of some atomic data files compiled by R. L. Kurucz (Harvard-Smithsonian Center for Astrophysics). The data provided are: - vacuum wavelength (in nm) [above 200 nm calculated using Edlen, Metrologia, Vol. 2, No. 2, 1966]- air wavelength (in nm) above 200 nm- log(gf), - E [in cm-1], j, parity, and configuration for the levels (lower, upper), -  information regarding the source of the data.
CD-ROM 18 contains the spectrum synthesis programs ATLAS7V, SYNTHE, SPECTRV, ROTATE, BROADEN, PLOTSYN, etc. and sample runs found in directory PROGRAMS; Atomic line data files BELLHEAVY.DAT, BELLLIGHT.DAT, GFIRONLAB.DAT, GULLIVER.DAT, NLTELINES.DAT, GFIRONQ.DAT, obsolete, merged into GFALL, found in directory LINELISTS: Molecular line data files C2AX.ASC, C2BA.ASC, C2DA.ASC, C2EA.ASC, CNAX.ASC, CNBX.ASC, COAX.ASC, COXX.ASC, H2.ASC, HYDRIDES.ASC, SIOAX.ASC, SIOEX.ASC, SIOXX.ASC, found in directory LINELISTS; and my solar flux atlas for test calculations SOLARFLUX.ASC."
"r3d100011428","disciplinary","","http://www.pmp.uni-hannover.de/cgi-bin/ssi/test/kurucz/sekur.html","European mirror of Kurucz CD-ROM 23 database","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_309 Particles, Nuclei and Fields_AND_30901 Particles, Nuclei and Fields_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Copyrights_AND_Public Domain","open","open","Open Access-Resolution Leibniz Universität Hannover",">>>!!!<<< 2019-12-03: The repository is no longer available >>>!!!<<< 
Please use https://www.cfa.harvard.edu/amp/ampdata/kurucz23/sekur.html
The atomic line data used in this database are taken from Bob Kurucz' CD-ROM 23 of spectroscopic line calculations. The database contains all lines of the file ""gfall.dat"" with the following items for each line: Wavelength; loggf; element code; lower level: energy, J, configuration; upper level: energy, J, configuration; gamma r; gamma s; gamma w; reference code.
CD-ROM 23 has all the atomic line data with good wavelengths in one large file and in one file for each species. The big file is also divided into 10 nm and 100 nm sections for convenience. Also given are hyperfine line lists for neutral Sc, V, Mn, and Co that were produced by splitting all the energy levels for which laboratory data are available (only a small fraction)."
"r3d100011429","disciplinary","","https://www.cfa.harvard.edu/ampcgi/kelly.pl","R.L.Kelly atomic and ionic linelist","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Public Domain","open","open","CfA Image Use Policy","Atomic and Ionic UV/VUV Linelist . This facility permits selective searches of some atomic data compliled by R. L. Kelly. The data provided are:
    - vacuum wavelength [in nm], 
    - intensity estimate, 
    - E [in cm-1], j, and configuration for lower and upper levels, 
    - multiplet (where available), 
    - reference numbers of the sources of the data."
"r3d100011430","disciplinary","","http://www.atomdb.org/","ATOMDB","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_32 Physics","dataProvider","other","open","open","AtomDB 3.0 Documentation","AtomDB is an atomic database useful for X-ray plasma spectral modeling. The current version of AtomDB is primarly used for modeing collisional plasmas, those where hot electrons colliding with astrophysically abundant elements and ions create X-ray emission. However, AtomDB is also useful when modeling absorption by elements and ions or even photoionized plasmas, where X-ray photons (often from a simple power-law source) interacting with elements and ions create complex spectra."
"r3d100011431","disciplinary","","https://www.nist.gov/pml/energy-levels-hydrogen-and-deuterium","NIST Energy Levels of Hydrogen and Deuterium","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_309 Particles, Nuclei and Fields_AND_32 Physics","dataProvider","other","open","open","Environmental Policy Statement_AND_NIST Information Quality Standards","This database provides theoretical values of energy levels of hydrogen and deuterium for principle quantum numbers n = 1 to 200 and all allowed orbital angular momenta l and total angular momenta j. The values are based on current knowledge of the revelant theoretical contributions including relativistic, quantum electrodynamic, recoil, and nuclear size effects."
"r3d100011432","disciplinary_AND_institutional","","http://www.cfadc.phy.ornl.gov/meibel/home.html","Electron-Impact Excitation of Multicharged Ions using MEIBEL","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_309 Particles, Nuclei and Fields_AND_32 Physics","dataProvider","Copyrights_AND_Public Domain","open","open","",">>>!!!<<< 2019-12-04: The repository is no longer available >>>!!!<<<
Presented here are excitation cross sections measured for a select number of transitions using the Merged Electron-Ion Beams Energy Loss (MEIBEL) experiment. This is a collaboration of JILA and the Multicharged Ion Research Facility (MIRF) at Oak Ridge National Laboratory (ORNL), where the apparatus is located. Since there exist a nearly infinite number of transitions in multicharged ions we have chosen a few that serve as benchmarks for theoretical efforts. Of particular interest are forbidden transitions which are often dominated by dielectronic resonances whose positions and magnitudes are difficult to predict theoretically."
"r3d100011433","disciplinary_AND_institutional","","http://www.cfadc.phy.ornl.gov/xbeam/xbmintro.html","Electron-Impact Ionization of Multicharged Ions at ORNL","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_309 Particles, Nuclei and Fields_AND_32 Physics","dataProvider","Copyrights_AND_Public Domain","open","open","",">>>!!!<<< 2019-12-04: The repository is no longer available >>>!!!<<< 
Presented here are experimental ionization cross sections measured using the Electron-Ion Crossed Beams apparatus in the Multicharged Ion Research Facility (MIRF) at the Physics Division of Oak Ridge National Laboratory (ORNL). The data are given in both graphical and tabular form along with the reference to the original publication of the experimental results. Also presented in the figures are theoretical cross sections supporting the experiments."
"r3d100011434","disciplinary","","https://www.pa.uky.edu/~verner/atom.html","Atomic Data for Astrophysics","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_309 Particles, Nuclei and Fields_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Copyrights_AND_other","open","open","Intellectual Property Disposition and Administrative Regulation_AND_Policy Governing Access To and Use of University Information Technology Resources_AND_UK regulation and policy library","The Atomic Data for Astrophysics server provides links to basic atomic data required for calculation of the ionization state of astrophysical plasmas and for quantitative spectroscopy."
"r3d100011444","disciplinary","","http://www.pa.uky.edu/~peter/atomic/","The Atomic Line List","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Copyrights","open","open","","This is a compilation of approximately 923,000 allowed, intercombination and forbidden atomic transitions with wavelengths in the range from 0.5 Å to 1000 µm. It's primary intention is to allow the identification of observed atomic absorption or emission features. The wavelengths in this list are all calculated from the difference between the energy of the upper and lower level of the transition. No attempt has been made to include observed wavelengths. Most of the atomic energy level data have been taken from the Atomic Spectra Database provided by the National Institute of Standards and Technology (NIST)."
"r3d100011446","disciplinary","","http://stark-b.obspm.fr/","STARK-B","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Copyrights","open","open","Introduction","STARK-B is a database of calculated widths and shifts of isolated lines of atoms and ions due to electron and ion collisions. This database is devoted to modeling and spectroscopic diagnostics of stellar atmospheres and envelopes. In addition, it is also devoted to laboratory plasmas, laser equipments and technological plasmas. So, the domain of temperatures and densities covered by the tables is wide and depends on the ionization degree of the considered ion. The temperature can vary from several thousands for neutral atoms to several hundred thousands of Kelvin for highly charged ions. The electron or ion density can vary from 1012 (case of stellar atmospheres) to several 1019cm-3 (some white dwarfs and some laboratory plasmas)."
"r3d100011447","disciplinary","","https://griem.obspm.fr/index.php?page=accueil.php","Stark Broadening Parameters for Neutral and Singly Charged Ions","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_32 Physics","dataProvider","Copyrights","open","open","","Tables extracted from the book ""Spectral Line Broadening by Plasmas"" by H. R. Griem (Academic Press, New York, 1974)"
"r3d100011448","disciplinary","","http://vald.astro.uu.se/","Vienna Atomic Line Database","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_311 Astrophysics and Astronomy_AND_32 Physics","serviceProvider","other","restricted","restricted","About VALD","The Vienna Atomic Line Database (VALD) is a collection of atomic and molecular transition parameters of astronomical interest. VALD offers tools for selecting subsets of lines for typical astrophysical applications: line identification, preparing for spectroscopic observations, chemical composition and radial velocity measurements, model atmosphere calculations etc."
"r3d100011449","disciplinary","","https://nlte.nist.gov/MCHF/","MCHF/MCDHF Database","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30302 General Theoretical Chemistry_AND_309 Particles, Nuclei and Fields_AND_31 Chemistry_AND_32 Physics","dataProvider","Public Domain_AND_other","open","open","Database Disclaimer_AND_NIST Summary Report on Scientific Integrity_AND_NIST quality standards","The MCHF/MCDHF database contains collections of transition data from different relativistic theories by different computational methods. For a few collections the Landé gJ factor is provided."
"r3d100011450","disciplinary","","https://www.chiantidatabase.org/","CHIANTI","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_309 Particles, Nuclei and Fields_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_32 Physics","dataProvider","other","open","open","","CHIANTI consists of a critically evaluated set of up-to-date atomic data, together with user-friendly programs written in Interactive Data Language (IDL) and Python to calculate the spectra from astrophysical plasmas."
"r3d100011452","disciplinary","","http://www.sci.muni.cz/~physics/info.htm","Archives of programs and data for physics","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_32 Physics_AND_4 Engineering Sciences_AND_409 Computer Science_AND_44 Computer Science, Electrical and System Engineering","dataProvider","Copyrights_AND_Public Domain","open","open","",">>>!!!<<< 2018-01-18: no data nor programs can be found >>>!!!<<<  These archives contain public domain programs for calculations in physics and other programs that we suppose about will help during work with computer. Physical constants and experimental or theoretical data as cross sections, rate constants, swarm parameters, etc., that are necessary for physical calculations are stored here, too. Programs are mainly dedicated to computers compatible with PC IBM. If programs do not use graphic units it is possible to use them on other computers, too. It is necessary to reprogram the graphic parts of programs in the other cases."
"r3d100011455","disciplinary_AND_institutional","","http://aphysics2.lanl.gov/tempweb/lanl/","Interface to Los Alamos Atomic Physics Codes","3 Natural Sciences_AND_307 Condensed Matter Physics_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_309 Particles, Nuclei and Fields_AND_32 Physics","dataProvider","Copyrights","open","open","ACE -Another Coollisional excitation Code_AND_CATS - Cowan Atomic Structure Code_AND_Terms of Use_AND_ionization code - GIPPER User manual","Interface to Los Alamos Atomic Physics Codes is your gateway to the set of atomic physics codes developed at the Los Alamos National Laboratory.
 The well known Hartree-Fock method of R.D. Cowan, developed at Group home page of the Los Alamos National Laboratory, is used for the atomic structure calculations. Electron impact excitation cross sections are calculated using either the distorted wave approximation (DWA) or the first order many body theory (FOMBT). Electron impact ionization cross sections can be calculated using the scaled hydrogenic method developed by Sampson and co-workers, the binary encounter method or the distorted wave method. Photoionization cross sections and, where appropriate, autoionizations are also calculated."
"r3d100011456","disciplinary","","http://atom.curtin.edu.au/CCC-WWW/index.html","CCC Data Base","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_32 Physics","dataProvider","other","open","open","Australian Code for the responsible conduct of research","The CCC method yields accurate excitation and ionisation cross sections for atomic and ionic targets which are well-modelled by one or two valence electrons above a Hartree-Fock core. Inner core ionisation can be a major contributor to the total ionisation cross section. Such contributions can be estimated using various forms of Born-based approximations."
"r3d100011457","disciplinary","","http://atom.kaeri.re.kr/","AMODS","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30301 Physical Chemistry of Molecules, Interfaces and Liquids - Spectroscopy, Kinetics_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_31 Chemistry_AND_32 Physics","dataProvider_AND_serviceProvider","Copyrights","open","open","","The repository is no longer available.
>>>!!!<<<   2018-01-18: no more access to AMODS   >>>!!!<<<"
"r3d100011460","disciplinary","","http://spectr-w3.snz.ru/index.phtml","SPECTR-W3","3 Natural Sciences_AND_303 Physical and Theoretical Chemistry_AND_30301 Physical Chemistry of Molecules, Interfaces and Liquids - Spectroscopy, Kinetics_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_31 Chemistry_AND_32 Physics","dataProvider","CC_AND_Copyrights","open","open","VADMCStandards","The information accumulated in the SPECTR-W3 ADB contains over 450,000 records and includes factual experimental and theoretical data on ionization potentials, energy levels, wavelengths, radiation transition probabilities, oscillator strengths, and (optionally) the parameters of analytical approximations of electron-collisional cross-sections and rates for atoms and ions. Those data were extracted from publications in physical journals, proceedings of the related conferences, special-purpose publications on atomic data, and provided directly by authors. The information is supplied with references to the original sources and comments, elucidating the details of experimental measurements or calculations, where necessary and available. To date, the SPECTR-W3 ADB is the largest factual database in the world containing the information on spectral properties of multicharged ions."
"r3d100011461","disciplinary","","http://www.camdb.ac.cn/e/","Atomic & Molecular Database","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_309 Particles, Nuclei and Fields_AND_30901 Particles, Nuclei and Fields_AND_32 Physics","dataProvider","Copyrights","open","open","","Welcome to our Atomic & Molecular Database in the Institute of Applied Physics and Computational Mathematics (IAPCM). The database is intended to collect, assess and compile atomic and molecular data for various elementary processes, and especially data needed in plasma simulation and diagnosis. Part data came from the old version of the SPECTR database(by A.Ya Faenov et al)."
"r3d100011462","disciplinary","","http://web2.lac.u-psud.fr/lac/Database/Contents.html","Selected constants energy levels and atomic spectra of actinides","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_31 Chemistry_AND_32 Physics","dataProvider","other","open","open","Disclaimer","The aim of the present volume is the compilation of experimental data. The Tables of energy levels are presented in a way similar to the ""Atomic Energy levels the Rare Earth Elements"", and incorporate additionnal data: isotope shifts and hyperfine structures. For each spectrum, they are separated in two lists of odd and even levels, the parity of the ground level being given first."
"r3d100011464","disciplinary","","https://fr.lxcat.net/home/","LXcat","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_32 Physics","dataProvider","Copyrights","open","open","","At the heart of the Plasma Data Exchange Project is LXcat (pronounced ""elecscat""), an open-access website for collecting, displaying, and downloading electron and ion scattering cross sections, swarm parameters (mobility, diffusion coefficient, etc.), reaction rates, energy distribution functions, etc. and other data required for modeling low temperature plasmas. The available data bases have been contributed by members of the community and are indicated by the contributor's chosen title."
"r3d100011466","disciplinary","","https://omniweb.gsfc.nasa.gov/ow.html","OMNIWeb","3 Natural Sciences_AND_308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas_AND_30801 Optics, Quantum Optics, Atoms, Molecules, Plasmas_AND_309 Particles, Nuclei and Fields_AND_30901 Particles, Nuclei and Fields_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_32 Physics","dataProvider_AND_serviceProvider","other","open","open","INTELLECTUAL PROPERTY AND DATA RIGHTS","Hourly ""Near-Earth"" solar wind magnetic field and plasma data, energetic proton fluxes (>1 to >60 MeV), and geomagnetic and solar activity indices. OMNIWeb is part of ""Space Physics Data Facility"" (https://www.re3data.org/repository/r3d100010168 )."
"r3d100011469","disciplinary","","https://maps.awi.de/awimaps/catalog/","GIS Maps Portal at AWI","2 Life Sciences_AND_21 Biology_AND_3 Natural Sciences_AND_31 Chemistry_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_314 Geology and Palaeontology_AND_31401 Geology and Palaeontology_AND_315 Geophysics and Geodesy_AND_31501 Geophysics_AND_34 Geosciences (including Geography)","dataProvider","Copyrights","open","open","","This portal provides an overview of GIS-products at AWI. maps@awi stores and shares public access GIS data created by AWI projects."
"r3d100011470","disciplinary","","https://marine-data.de/","Data Portal German Marine Research","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31301 Atmospheric Science_AND_31302 Oceanography_AND_318 Water Research_AND_34 Geosciences (including Geography)","serviceProvider","CC_AND_Copyrights_AND_other","open","open_AND_restricted","","The Data Portal German Marine Research is a product of the Marine Network for Integrated Data Access (MaNIDA) funded cooperatively by the Helmholtz Association and the affiliated universities. The consortium aims to implement a sustainable e-infrastructure for coherent discovery, view, download and dissemination of marine research data."
"r3d100011471","disciplinary","","https://ddp.tereno.net/ddp/","TERENO Data Discovery Portal","2 Life Sciences_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology_AND_3 Natural Sciences_AND_31 Chemistry_AND_34 Geosciences (including Geography)","serviceProvider","other","open","embargoed_AND_open_AND_restricted","TERENO Data Policy - Terms of Use","This portal applicaton brings together the data collected and published via OGC Web-services from the individual observatories and provides access of the data to the public. Therefore, it serves as a database node to provide scientists and decision makers with reliable and well accessible data and data products."
"r3d100011472","disciplinary_AND_institutional","","https://portal.geomar.de/osis","Ocean Science Information System","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Copyrights","open","closed_AND_embargoed_AND_open_AND_restricted","Terms of Use of the Data Management Portal","Our system consists of a portal (portal.geomar.de), providing access to several projects with personal password. The portal offers document exchange, common or individual blogs and fora and implementation of external webpages and -services. Moreover, you can access the expedition database, that organizes data description and exchange of cruises and expeditions for each project. Expeditions are linked to KML-files (Google-Earth compatible), allowing a visualization of all stations of a cruise/expedition.
We established the linkage to the publications database /repository OceanRep (EPrints), as well as the description of model-output and linkage to paper publications."
"r3d100011473","disciplinary","","http://www.circbase.org/","circbase","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_21 Biology","dataProvider","other","open","open","circBase help","Thousands of circular RNAs (circRNAs) have recently been shown to be expressed in eukaryotic cells [Salzman et al. 2012, Jeck et al. 2013, Memczak et al. 2013, Salzman et al. 2013]. Here you can explore public circRNA datasets and download the custom python scripts needed to discover circRNAs in your own (ribominus) RNA-seq data."
"r3d100011474","disciplinary","","https://psilac.mdc-berlin.de/","pSILAC","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20104 Structural Biology_AND_20107 Bioinformatics and Theoretical Biology_AND_206 Neurosciences_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","Copyrights","open","open","","database of pSILAC data – information about changes in mRNA levels and protein synthesis following microRNA misexpression in HeLa cells"
"r3d100011475","disciplinary","","http://artemis.mdc-berlin.de/y2h_network/ppi_search.php","Human protein-protein interaction network database search","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20104 Structural Biology_AND_20107 Bioinformatics and Theoretical Biology_AND_206 Neurosciences_AND_21 Biology_AND_22 Medicine","dataProvider","Copyrights","open","open","",">>>!!!<<< Offline, actually no valid URL 2020-09-30   >>>!!!<<<  A human interactome map. The sequencing of the human genome has provided a surprisingly small number of genes, indicating that the complex organization of life is not reflected in the gene number but, rather, in the gene products – that is, in the proteins. These macromolecules regulate the vast majority of cellular processes by their ability to communicate with each other and to assemble into larger functional units. Therefore, the systematic analysis of protein-protein interactions is fundamental for the understanding of protein function, cellular processes and, ultimately, the complexity of life. Moreover, interactome maps are particularly needed to link new proteins to disease pathways and the identification of novel drug targets."
"r3d100011476","disciplinary","","http://artemis.mdc-berlin.de/huntington/eingabe.php","Huntingtin Interaction Network","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20107 Bioinformatics and Theoretical Biology_AND_21 Biology","dataProvider","Copyrights","open","open","RULES FOR SAFEGUARDING GOOD 
SCIENTIFIC PRACTICE AT THE MDC",">>>!!!<<< Offline, actually no valid URL 2020-09-30 >>>!!!<<< The main objective of our work is to understand the pathomechanisms of late onset neurodegenerative disorders such as Huntington's, Parkinson's, Alzheimer's and Machado Joseph disease and to develop causal therapies for them. The disease causing proteins of these illnesses have been identified, but their functions in the unaffected organism are mostly unknown. Here, we have developed a strategy combining library and matrix yeast two-hybrid screens to generate a highly connected PPI network for Huntington's disease (HD)."
"r3d100011478","disciplinary","","https://www.pombase.org/","Pombase","2 Life Sciences_AND_204 Microbiology, Virology and Immunology_AND_20401 Metabolism, Biochemistry and Genetics of Microorganisms_AND_20402 Microbial Ecology and Applied Microbiology_AND_21 Biology_AND_22 Medicine","dataProvider","CC_AND_other","open","open","Pombase terms of use","PomBase is a comprehensive database for the fission yeast Schizosaccharomyces pombe, providing structural and functional annotation, literature curation and access to large-scale data sets."
