"id","title","isOpenAccess","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","journal.title","license"
"22140101","MethylomeDB: a database of DNA methylation profiles of the brain.","Y","Y","N","N","N","Nucleic acids research","cc by-nc"
"23066841","MetNet Online: a novel integrated resource for plant systems biology.","Y","Y","N","Y","N","BMC bioinformatics","cc by"
"31197322","MetOSite: an integrated resource for the study of methionine residues sulfoxidation.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"26106450","Metrabase: a cheminformatics and bioinformatics database for small molecule transporter data analysis and (Q)SAR modeling.","Y","Y","N","Y","N","Journal of cheminformatics","cc by"
"23019219","METscout: a pathfinder exploring the landscape of metabolites, enzymes and transporters.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"28968812","MetSigDis: a manually curated resource for the metabolic signatures of diseases.","N","Y","N","Y","N","Briefings in bioinformatics",NA
"33382886","Creating a Metabolic Syndrome Research Resource using the National Health and Nutrition Examination Survey. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"29036655","MFIB: a repository of protein complexes with mutual folding induced by binding.","Y","Y","N","Y","N","Bioinformatics (Oxford, England)","cc by-nc"
"26173767","Mediterranean Founder Mutation Database (MFMD): Taking Advantage from Founder Mutations in Genetics Diagnosis, Genetic Diversity and Migration History of the Mediterranean Population.","N","Y","N","N","N","Human mutation",NA
"26656948","The MG-RAST metagenomics database and portal in 2015.","Y","Y","N","Y","N","Nucleic acids research",NA
"29069466","MGA repository: a curated data resource for ChIP-seq and other genome annotated data.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"30841849","mGAP: the macaque genotype and phenotype resource, a framework for accessing and interpreting macaque variant data, and identifying new models of human disease.","Y","Y","N","Y","Y","BMC genomics","cc by"
"23860041","The Moroccan Genetic Disease Database (MGDD): a database for DNA variations related to inherited disorders and disease susceptibility.","N","Y","N","Y","N","European journal of human genetics : EJHG",NA
"22606288","MGEx-Udb: a mammalian uterus database for expression-based cataloguing of genes across conditions, including endometriosis and cervical cancer.","Y","Y","N","N","N","PloS one","cc by"
"27167218","MiasDB: A Database of Molecular Interactions Associated with Alternative Splicing of Human Pre-mRNAs.","Y","Y","N","Y","Y","PloS one","cc by"
"31612915","MIBiG 2.0: a repository for biosynthetic gene clusters of known function.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"25022454","Disease-specific target gene expression profiling of molecular imaging probes: database development and clinical validation. ","N","Y","N","N","N","Molecular imaging",NA
"24536078","MICdb3.0: a comprehensive resource of microsatellite repeats from prokaryotic genomes.","Y","Y","N","N","N","Database : the journal of biological databases and curation","cc by"
"26286928","MicRhoDE: a curated database for the analysis of microbial rhodopsin diversity and evolution. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"31042284","Microbiome Learning Repo (ML Repo): A public repository of microbiome regression and classification tasks. ","Y","Y","N","Y","Y","GigaScience","cc by"
"23178820","MicrobPad MD: microbial pathogen diagnostic methods database.","N","Y","N","N","N","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",NA
"25392421","MiCroKiTS 4.0: a database of midbody, centrosome, kinetochore, telomere and spindle.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"31667690","A simple, web-based repository for the management, access and analysis of micrographic images.","N","Y","N","Y","N","Journal of molecular histology",NA
"33418085","MicroPhenoDB Associates Metagenomic Data with Pathogenic Microbes, Microbial Core Genes, and Human Disease Phenotypes.","Y","Y","N","Y","N","Genomics, proteomics & bioinformatics","cc by"
"23193269","MicroScope--an integrated microbial resource for the curation and comparative analysis of genomic and metabolic data.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"28365734","MiDAS 2.0: an ecosystem-specific taxonomy and online database for the organisms of wastewater treatment systems expanded for anaerobic digester groups. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"34363073","Male Infertility Knowledgebase: decoding the genetic and disease landscape. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"34900127","MIKB: A manually curated and comprehensive knowledge base for myocardial infarction.","Y","Y","N","Y","Y","Computational and structural biotechnology journal","cc by"
"28490127","Milk bioactive peptide database: A comprehensive database of milk protein-derived bioactive peptides and novel visualization.","N","Y","N","Y","Y","Food chemistry",NA
"22053087","MimoDB 2.0: a mimotope database and beyond.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"22096233","MINAS--a database of Metal Ions in Nucleic AcidS.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"22096227","MINT, the molecular interaction database: 2012 update.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"30268942","MiPanda: A Resource for Analyzing and Visualizing Next-Generation Sequencing Transcriptomics Data.","Y","Y","N","Y","N","Neoplasia (New York, N.Y.)","cc by-nc-nd"
"29109711","miPepBase: A Database of Experimentally Verified Peptides Involved in Molecular Mimicry.","Y","Y","N","Y","Y","Frontiers in microbiology","cc by"
"22080560","MIPModDB: a central resource for the superfamily of major intrinsic proteins.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"23044546","miR-EdiTar: a database of predicted A-to-I edited miRNA target sites.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"30649247","miR+Pathway: the integration and visualization of miRNA and KEGG pathways.","N","Y","N","Y","N","Briefings in bioinformatics",NA
"32436932","miRactDB characterizes miRNA-gene relation switch between normal and cancer tissues across pan-cancer. ","N","Y","N","Y","N","Briefings in bioinformatics",NA
"23325619","miRCancer: a microRNA-cancer association database constructed by text mining on literature.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"29036653","miRCarta: a central repository for collecting miRNA candidates.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"25378301","miRDB: an online resource for microRNA target prediction and functional annotations.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"29194489","mirDIP 4.1-integrative database of human microRNA target predictions.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"27799474","mirDNMR: a gene-centered database of background de novo mutation rates in human.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"31404401","miRDRN-miRNA disease regulatory network: a tool for exploring disease and tissue-specific microRNA regulatory networks.","Y","Y","N","Y","N","PeerJ","cc by"
"22276777","miRdSNP: a database of disease-associated SNPs and microRNA target sites on 3'UTRs of human genes.","Y","Y","N","Y","N","BMC genomics","cc by"
"25889518","miREC: a database of miRNAs involved in the development of endometrial cancer.","Y","Y","N","Y","N","BMC research notes","cc by"
"34349127","MiREDiBase, a manually curated database of validated and putative editing events in microRNAs.","Y","Y","N","Y","Y","Scientific data","cc by"
"26243198","miRegulome: a knowledge-base of miRNA regulomics and analysis.","Y","Y","N","Y","N","Scientific reports","cc by"
"21984757","miREnvironment database: providing a bridge for microRNAs, environmental factors and phenotypes.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"34052284","miREV: An Online Database and Tool to Uncover Potential Reference RNAs and Biomarkers in Small-RNA Sequencing Data Sets from Extracellular Vesicles Enriched Samples.","N","Y","N","Y","N","Journal of molecular biology",NA
"25858286","miRGate: a curated database of human, mouse and rat miRNA-mRNA targets.","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"29220447","MiRIAD update: using alternative polyadenylation, protein interaction network analysis and additional species to enhance exploration of the role of intragenic miRNAs and their host genes. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"28108447","miRmine: a database of human miRNA expression profiles.","N","Y","N","Y","Y","Bioinformatics (Oxford, England)",NA
"28365733","miRnalyze: an interactive database linking tool to unlock intuitive microRNA regulation of cell signaling pathways. ","Y","Y","N","N","N","Database : the journal of biological databases and curation","cc by"
"25877638","An update of miRNASNP database for better SNP selection by GWAS data, miRNA expression and online tools.","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"32990748","miRNASNP-v3: a comprehensive database for SNPs and disease-related variations in miRNAs and miRNA targets.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"22135287","miRNEST database: an integrative approach in microRNA search and annotation.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"27742822","miRPathDB: a new dictionary on microRNAs and target pathways.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"25527833","mirPub: a database for searching microRNA publications.","Y","Y","N","Y","N","Bioinformatics (Oxford, England)","cc by-nc"
"23173617","MirSNP, a database of polymorphisms altering miRNA target sites, identifies miRNA-related SNPs in GWAS SNPs and eQTLs.","Y","Y","N","Y","Y","BMC genomics","cc by"
"24244721","Meta-analysis using a novel database, miRStress, reveals miRNAs that are frequently associated with the radiation and hypoxia stress-responses.","Y","Y","N","Y","N","PloS one","cc by"
"29077896","mirTrans: a resource of transcriptional regulation on microRNAs for human cell lines.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"30874795","mirtronDB: a mirtron knowledge base.","Y","Y","N","Y","N","Bioinformatics (Oxford, England)","cc by-nc"
"30065744","miRVIT: A Novel miRNA Database and Its Application to Uncover <i>Vitis</i> Responses to <i>Flavescence dorée</i> Infection.","Y","Y","N","Y","Y","Frontiers in plant science","cc by"
"21605702","miRWalk--database: prediction of possible miRNA binding sites by ""walking"" the genes of three genomes.","N","Y","N","Y","N","Journal of biomedical informatics",NA
"25953081","MIsoMine: a genome-scale high-resolution data portal of expression, function and networks at the splice isoform level in the mouse.","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"23864220","MisPred: a resource for identification of erroneous protein sequences in public databases.","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"33502607","Missense3D-DB web catalogue: an atom-based analysis and repository of 4M human protein-coding genetic variants.","Y","Y","N","Y","Y","Human genetics","cc by"
"29155944","Molecular Interaction Search Tool (MIST): an integrated resource for mining gene and protein interaction data.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"31754718","MiST 3.0: an updated microbial signal transduction database with an emphasis on chemosensory systems.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"28608363","MiSynPat: An integrated knowledge base linking clinical, genetic, and structural data for disease-causing mutations in human mitochondrial aminoacyl-tRNA synthetases.","Y","Y","N","Y","N","Human mutation","cc by"
"24170808","MitoBreak: the mitochondrial DNA breakpoints database.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"33174596","MitoCarta3.0: an updated mitochondrial proteome now with sub-organelle localization and pathway annotations.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"29129553","Mitoepigenome<sup>KB</sup> a comprehensive resource for human mitochondrial epigenetic data.","N","Y","N","Y","N","Mitochondrion",NA
"23955518","MitoFish and MitoAnnotator: a mitochondrial genome database of fish with an accurate and automatic annotation pipeline.","Y","Y","Y","Y","Y","Molecular biology and evolution","cc by-nc"
"23585830","MitoLSDB: a comprehensive resource to study genotype to phenotype correlations in human mitochondrial DNA variations.","Y","Y","N","Y","Y","PloS one","cc by"
"22121219","MitoMiner: a data warehouse for mitochondrial proteomics data.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"24561221","MitoSatPlant: mitochondrial microsatellites database of viridiplantae.","N","Y","N","Y","N","Mitochondrion",NA
"34266386","MitoTox: a comprehensive mitochondrial toxicity database.","Y","Y","N","Y","N","BMC bioinformatics","cc by"
"22123747","MitoZoa 2.0: a database resource and search tools for comparative and evolutionary analyses of mitochondrial genomes in Metazoa.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"25347823","MitProNet: A knowledgebase and analysis platform of proteome, interactome and diseases for mammalian mitochondria.","Y","Y","N","Y","Y","PloS one","cc by"
"23071556","MK4MDD: a multi-level knowledge base and analysis platform for major depressive disorder.","Y","Y","N","Y","N","PloS one","cc by"
"33126250","MloDisDB: a manually curated database of the relations between membraneless organelles and diseases. ","N","Y","N","Y","N","Briefings in bioinformatics",NA
"32159764","MMHub, a database for the mulberry metabolome. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"22139941","MMMDB: Mouse Multiple Tissue Metabolome Database.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"27509041","MMpI: A WideRange of Available Compounds of Matrix Metalloproteinase Inhibitors.","Y","Y","N","Y","N","PloS one","cc by"
"31352145","MMRdb: Measles, mumps, and rubella viruses database and analysis resource.","N","Y","N","Y","N","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",NA
"32833025","MNDR v3.0: mammal ncRNA-disease repository with increased coverage and annotation.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"22146221","Minimotif Miner 3.0: database expansion and significantly improved reduction of false-positive predictions from consensus sequences.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"25725060","MnTEdb, a collective resource for mulberry transposable elements. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"27822553","mockrobiota: a Public Resource for Microbiome Bioinformatics Benchmarking. ","Y","Y","N","Y","N","mSystems","cc by"
"22856649","A resource for benchmarking the usefulness of protein structure models.","Y","Y","N","Y","Y","BMC bioinformatics","cc by"
"32986834","The ModelSEED Biochemistry Database for the integration of metabolic annotations and the reconstruction, comparison and analysis of metabolic models for plants, fungi and microbes.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"27504011","MODEM: multi-omics data envelopment and mining in maize. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"21856757","The modENCODE Data Coordination Center: lessons in harvesting comprehensive experimental details.","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by-nc"
"29284660","The ModERN Resource: Genome-Wide Binding Profiles for Hundreds of <i>Drosophila</i> and <i>Caenorhabditis elegans</i> Transcription Factors.","N","Y","N","Y","N","Genetics",NA
"29618898","An Integrated Molecular Database on Indian Insects.","Y","Y","N","Y","Y","Bioinformation","cc by"
"22080565","modMine: flexible access to modENCODE data.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"34510194","MODB: a comprehensive mitochondrial genome database for Mollusca. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"33219670","MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"23143105","MonarchBase: the monarch butterfly genome database.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"21880229","Creation of the Web-based University of Chicago Monogenic Diabetes Registry: using technology to facilitate longitudinal study of rare subtypes of diabetes.","N","Y","N","Y","N","Journal of diabetes science and technology",NA
"33909069","Monosaccharide biosynthesis pathways database.","N","Y","N","Y","N","Glycobiology",NA
"30944327","Collected mass spectrometry data on monoterpene indole alkaloids from natural product chemistry research.","Y","Y","N","Y","Y","Scientific data","cc by"
"30371819","MoonDB 2.0: an updated database of extreme multifunctional and moonlighting proteins.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"30858555","MorCVD: A Unified Database for Host-Pathogen Protein-Protein Interactions of Cardiovascular Diseases Related to Microbes.","Y","Y","N","Y","Y","Scientific reports","cc by"
"24923822","MorusDB: a resource for mulberry genomics and genome biology. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"29206899","MOSAIC: a chemical-genetic interaction data repository and web resource for exploring chemical modes of action.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"32911083","MosaicBase: A Knowledgebase of Postzygotic Mosaic Variants in Noncancer Disease-related and Healthy Human Individuals.","Y","Y","N","Y","Y","Genomics, proteomics & bioinformatics","cc by"
"25145340","Mouse IDGenes: a reference database for genetic interactions in the developing mouse brain. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"31559753","[Mouse liver proteome database].","N","Y","N","Y","N","Sheng wu gong cheng xue bao = Chinese journal of biotechnology",NA
"31825307","MouseBytes, an open-access high-throughput pipeline and database for rodent touchscreen-based cognitive assessment. ","Y","Y","N","Y","Y","eLife","cc by"
"26527726","MouseNet v2: a database of gene networks for studying the laboratory mouse and eight other model vertebrates.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"24194596","MP:PD--a data base of internal packing densities, internal packing defects and internal waters of helical membrane proteins.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"27681445","MPD3: a useful medicinal plants database for drug designing.","N","Y","N","Y","N","Natural product research",NA
"30092360","Molecular property diagnostic suite for diabetes mellitus (MPDS<sup>DM</sup>): An integrated web portal for drug discovery and drug repurposing.","N","Y","N","Y","N","Journal of biomedical informatics",NA
"21349870","MPID-T2: a database for sequence-structure-function analyses of pMHC and TR/pMHC structures.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"33514395","My personal mutanome: a computational genomic medicine platform for searching network perturbing alleles linking genotype to phenotype.","Y","Y","N","Y","Y","Genome biology","cc by"
"23894139","mpMoRFsDB: a database of molecular recognition features in membrane proteins.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"34156447","mPPI: a database extension to visualize structural interactome in a one-to-many manner. ","N","Y","N","N","N","Database : the journal of biological databases and curation",NA
"34147352","MPSBase: Comprehensive repository of differentially expressed genes for mucopolysaccharidoses.","N","Y","N","Y","N","Molecular genetics and metabolism",NA
"32337573","MPTherm: database for membrane protein thermodynamics for understanding folding and stability.","N","Y","N","Y","N","Briefings in bioinformatics",NA
"31231774","Mr.Vc: a database of microarray and RNA-seq of Vibrio cholerae. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"23619930","MRIdb: medical image management for biobank research.","Y","Y","N","Y","N","Journal of digital imaging","cc by-nc"
"33683131","An Update on MRMAssayDB: A Comprehensive Resource for Targeted Proteomics Assays in the Community.","N","Y","N","Y","N","Journal of proteome research",NA
"27899620","MRPrimerV: a database of PCR primers for RNA virus detection.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"22961451","Identifying cancer highly-expressed membrane receptors for targeted drug delivery.","N","Y","N","N","N","International journal of bioinformatics research and applications",NA
"28854643","MSDB: A Comprehensive Database of Simple Sequence Repeats.","Y","Y","N","Y","N","Genome biology and evolution","cc by-nc"
"29106642","MSDD: a manually curated database of experimentally supported associations among miRNAs, SNPs and human diseases.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"25542617","Mitochondrial Disease Sequence Data Resource (MSeqDR): a global grass-roots consortium to facilitate deposition, curation, annotation, and integrated analysis of genomic data for the mitochondrial disease clinical and research communities.","N","Y","N","Y","N","Molecular genetics and metabolism",NA
"26486520","An evidence-based knowledgebase of metastasis suppressors to identify key pathways relevant to cancer metastasis.","Y","Y","N","Y","N","Scientific reports","cc by"
"21546393","Molecular signatures database (MSigDB) 3.0.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"29145625","mSignatureDB: a database for deciphering mutational signatures in human cancers.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"32777102","The Musculoskeletal Knowledge Portal: Making Omics Data Useful to the Broader Scientific Community.","N","Y","N","Y","Y","Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research",NA
"22491796","MSV3d: database of human MisSense Variants mapped to 3D protein structure.","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by-nc"
"25332399","Mouse Tumor Biology (MTB): a database of mouse models for human cancer.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"21584191","MTB-PCDB: Mycobacterium tuberculosis proteome comparison database.","Y","Y","N","Y","Y","Bioinformation",NA
"30738202","MtBrowse: An integrative genomics browser for human mitochondrial DNA.","N","Y","N","Y","N","Mitochondrion",NA
"21880546","MtbSD--a comprehensive structural database for Mycobacterium tuberculosis.","N","Y","N","N","N","Tuberculosis (Edinburgh, Scotland)",NA
"22209237","MTCID: a database of genetic polymorphisms in clinical isolates of Mycobacterium tuberculosis.","N","Y","N","N","N","Tuberculosis (Edinburgh, Scotland)",NA
"26822098","MTD: a mammalian transcriptomic database to explore gene expression and regulation.","Y","Y","N","Y","N","Briefings in bioinformatics","cc by-nc"
"22309450","Medicago truncatula transporter database: a comprehensive database resource for M. truncatula transporters.","Y","Y","N","Y","Y","BMC genomics","cc by"
"34245304","MtExpress, a Comprehensive and Curated RNAseq-based Gene Expression Atlas for the Model Legume Medicago truncatula.","N","Y","N","Y","N","Plant & cell physiology",NA
"26490638","MtiBase: a database for decoding microRNA target sites located within CDS and 5'UTR regions from CLIP-Seq and expression profile datasets. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"30813887","mtProtEvol: the resource presenting molecular evolution analysis of proteins involved in the function of Vertebrate mitochondria.","Y","Y","N","Y","N","BMC evolutionary biology","cc by"
"32079733","MtSSPdb: The <i>Medicago truncatula</i> Small Secreted Peptide Database.","N","Y","N","Y","N","Plant physiology",NA
"29869221","Miami University deception detection database.","N","Y","N","Y","N","Behavior research methods",NA
"24465676","mUbiSiDa: a comprehensive database for protein ubiquitination sites in mammals.","Y","Y","N","Y","N","PloS one","cc by"
"25559128","MUFOLD-DB: a processed protein structure database for protein structure prediction and analysis.","Y","Y","N","Y","Y","BMC genomics","cc by"
"24253302","MultitaskProtDB: a database of multitasking proteins.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"31652812","Introducing Murine Microbiome Database (MMDB): A Curated Database with Taxonomic Profiling of the Healthy Mouse Gastrointestinal Microbiome. ","Y","Y","N","Y","N","Microorganisms","cc by"
"30837356","MusatransSSRDB (a transcriptome derived SSR database) - An advanced tool for banana improvement. ","N","Y","N","Y","N","Journal of biosciences",NA
"26590264","MutationAligner: a resource of recurrent mutation hotspots in protein domains in cancer.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"22730453","MuteinDB: the mutein database linking substrates, products and enzymatic reactions directly with genetic variants of enzymes.","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by-nc"
"31588509","MutEx: a multifaceted gateway for exploring integrative pan-cancer genomic data.","N","Y","N","Y","Y","Briefings in bioinformatics",NA
"29401218","MutHTP: mutations in human transmembrane proteins.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"27907895","mutLBSgeneDB: mutated ligand binding site gene DataBase.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"33600011","MutSpliceDB: A database of splice sites variants with RNA-seq based evidence on effects on splicing.","N","Y","N","Y","N","Human mutation",NA
"30053238","mutTCPdb: a comprehensive database for genomic variants of a tropical country neglected disease-tropical calcific pancreatitis.","Y","Y","N","N","N","Database : the journal of biological databases and curation","cc by"
"24311565","mVOC: a database of microbial volatiles.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"29177508","MVP: a microbe-phage interaction database.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"26166372","MVsCarta: A protein database of matrix vesicles to aid understanding of biomineralization.","N","Y","N","Y","N","Bioscience trends",NA
"28454513","MYCbase: a database of functional sites and biochemical properties of Myc in both normal and cancer cells.","Y","Y","N","Y","Y","BMC bioinformatics","cc by"
"24592289","Integrative immunoinformatics for Mycobacterial diseases in R platform.","N","Y","N","Y","N","Systems and synthetic biology",NA
"33653882","A Mycobacterial Systems Resource for the Research Community. ","Y","Y","N","Y","Y","mBio","cc by"
"24297253","MycoCosm portal: gearing up for 1000 fungal genomes.","Y","Y","N","Y","N","Nucleic acids research",NA
"23275726","MycoProtease-DB: Useful resource for Mycobacterium tuberculosis complex and nontuberculous mycobacterial proteases.","Y","Y","N","N","N","Bioinformation",NA
"22563442","MycoRRdb: a database of computationally identified regulatory regions within intergenic sequences in mycobacterial genomes.","Y","Y","N","Y","N","PloS one","cc by"
"23952586","A database for Mycobacterium secretome analysis: 'MycoSec' to accelerate global health research.","N","Y","N","N","N","Omics : a journal of integrative biology",NA
"34025934","Computational modeling and bioinformatic analyses of functional mutations in drug target genes in <i>Mycobacterium tuberculosis</i>.","Y","Y","N","Y","Y","Computational and structural biotechnology journal","cc by-nc-nd"
"25378328","MyMpn: a database for the systems biology model organism Mycoplasma pneumoniae.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"34527188","MyoData: An expression knowledgebase at single cell/nucleus level for the discovery of coding-noncoding RNA functional interactions in skeletal muscle.","Y","Y","N","Y","Y","Computational and structural biotechnology journal","cc by"
"32393257","MyoMiner: explore gene co-expression in normal and pathological muscle.","Y","Y","N","Y","Y","BMC medical genomics","cc by"
"32451429","MyomirDB: A unified database and server platform for muscle atrophy myomiRs, coregulatory networks and regulons.","Y","Y","N","Y","N","Scientific reports","cc by"
"23189029","Myosinome: a database of myosins from select eukaryotic genomes to facilitate analysis of sequence-structure-function relationships.","Y","Y","N","Y","N","Bioinformatics and biology insights",NA
"34389843","Nabe: an energetic database of amino acid mutations in protein-nucleic acid binding interfaces. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"26912952","NABIC Microarray: an integrated database of high throughput data for gene expression profiles.","Y","Y","N","N","N","Bioinformation",NA
"28086860","Nicotiana attenuata Data Hub (NaDH): an integrative platform for exploring genomic, transcriptomic and metabolomic data in wild tobacco.","Y","Y","N","Y","Y","BMC genomics","cc by"
"25172923","The Naked Mole Rat Genome Resource: facilitating analyses of cancer and longevity-related adaptations.","Y","Y","Y","Y","Y","Bioinformatics (Oxford, England)","cc by"
"26896846","NALDB: nucleic acid ligand database for small molecules targeting nucleic acid. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"33103271","The NanDeSyn database for Nannochloropsis systems and synthetic biology.","N","Y","N","Y","N","The Plant journal : for cell and molecular biology",NA
"23874618","NanoMiner - integrative human transcriptomics data resource for nanoparticle research.","Y","Y","N","Y","Y","PloS one","cc by"
"21928249","Development of a website and biobank database for the Nanosized Cancer Polymarker Biochip Project: a Multicenter Italian Experience.","N","Y","N","N","N","The International journal of biological markers",NA
"28641017","NANPDB: A Resource for Natural Products from Northern African Sources.","N","Y","N","Y","N","Journal of natural products",NA
"23996831","The Nencki Affective Picture System (NAPS): introduction to a novel, standardized, wide-range, high-quality, realistic picture database.","Y","Y","N","Y","N","Behavior research methods","cc by-nc"
"31640730","NARD: whole-genome reference panel of 1779 Northeast Asians improves imputation accuracy of rare and low-frequency variants.","Y","Y","N","Y","N","Genome medicine","cc by"
"26507856","Nucleotide binding database NBDB--a collection of sequence motifs with specific protein-ligand interactions.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"33359127","NBIGV-DB: A dedicated database of non-B cell derived immunoglobulin variable region.","N","Y","N","N","N","Gene",NA
"32117995","Nc2Eye: A Curated ncRNAomics Knowledgebase for Bridging Basic and Clinical Research in Eye Diseases.","Y","Y","N","Y","N","Frontiers in cell and developmental biology","cc by"
"22139910","The NCBI Taxonomy database.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"28961690","ncDR: a comprehensive resource of non-coding RNAs involved in drug resistance.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"23322530","The NCDR CathPCI Registry: a US national perspective on care and outcomes for percutaneous coronary intervention.","N","Y","N","Y","N","Heart (British Cardiac Society)",NA
"32105730","ncEP: A Manually Curated Database for Experimentally Validated ncRNA-encoded Proteins or Peptides.","N","Y","N","Y","N","Journal of molecular biology",NA
"32487016","ncRI: a manually curated database for experimentally validated non-coding RNAs in inflammation.","Y","Y","N","Y","N","BMC genomics","cc by"
"25540777","Comprehensive reconstruction and visualization of non-coding regulatory networks in human.","Y","Y","N","Y","N","Frontiers in bioengineering and biotechnology","cc by"
"31410488","ncRNA-eQTL: a database to systematically evaluate the effects of SNPs on non-coding RNA expression across cancer types.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"31637139","ncRNA2MetS: a manually curated database for non-coding RNAs associated with metabolic syndrome.","Y","Y","N","Y","N","PeerJ","cc by"
"33275967","ncRNAVar: A Manually Curated Database for Identification of Noncoding RNA Variants Associated with Human Diseases.","N","Y","N","Y","N","Journal of molecular biology",NA
