"id","title","agency"
"31588509","MutEx: a multifaceted gateway for exploring integrative pan-cancer genomic data.","NIDCR NIH HHS"
"31588509","MutEx: a multifaceted gateway for exploring integrative pan-cancer genomic data.","NCI NIH HHS"
"31588509","MutEx: a multifaceted gateway for exploring integrative pan-cancer genomic data.","National Cancer Institute"
"29401218","MutHTP: mutations in human transmembrane proteins.","Department of Science and Technology, Government of India"
"29401218","MutHTP: mutations in human transmembrane proteins.","Russian Science Foundation"
"29401218","MutHTP: mutations in human transmembrane proteins.","Ministry of Human Resource and Development"
"27907895","mutLBSgeneDB: mutated ligand binding site gene DataBase.","NCI NIH HHS"
"27907895","mutLBSgeneDB: mutated ligand binding site gene DataBase.","NLM NIH HHS"
"33600011","MutSpliceDB: A database of splice sites variants with RNA-seq based evidence on effects on splicing.",NA
"30053238","mutTCPdb: a comprehensive database for genomic variants of a tropical country neglected disease-tropical calcific pancreatitis.",NA
"24311565","mVOC: a database of microbial volatiles.",NA
"29177508","MVP: a microbe-phage interaction database.",NA
"26166372","MVsCarta: A protein database of matrix vesicles to aid understanding of biomineralization.",NA
"28454513","MYCbase: a database of functional sites and biochemical properties of Myc in both normal and cancer cells.",NA
"24592289","Integrative immunoinformatics for Mycobacterial diseases in R platform.",NA
"33653882","A Mycobacterial Systems Resource for the Research Community. ","Howard Hughes Medical Institute"
"33653882","A Mycobacterial Systems Resource for the Research Community. ","HHS | National Institutes of Health"
"33653882","A Mycobacterial Systems Resource for the Research Community. ","Howard Hughes Medical Institute"
"33653882","A Mycobacterial Systems Resource for the Research Community. ","HHS | National Institutes of Health"
"24297253","MycoCosm portal: gearing up for 1000 fungal genomes.",NA
"23275726","MycoProtease-DB: Useful resource for Mycobacterium tuberculosis complex and nontuberculous mycobacterial proteases.",NA
"22563442","MycoRRdb: a database of computationally identified regulatory regions within intergenic sequences in mycobacterial genomes.",NA
"23952586","A database for Mycobacterium secretome analysis: 'MycoSec' to accelerate global health research.",NA
"34025934","Computational modeling and bioinformatic analyses of functional mutations in drug target genes in <i>Mycobacterium tuberculosis</i>.","Department of Biotechnology, Ministry of Science and Technology, India"
"34025934","Computational modeling and bioinformatic analyses of functional mutations in drug target genes in <i>Mycobacterium tuberculosis</i>.","Department of Health Research, India"
"34025934","Computational modeling and bioinformatic analyses of functional mutations in drug target genes in <i>Mycobacterium tuberculosis</i>.","Ministry of Science and Technology, Taiwan"
"34025934","Computational modeling and bioinformatic analyses of functional mutations in drug target genes in <i>Mycobacterium tuberculosis</i>.","Department of Health Research, India"
"25378328","MyMpn: a database for the systems biology model organism Mycoplasma pneumoniae.","European Research Council"
"34527188","MyoData: An expression knowledgebase at single cell/nucleus level for the discovery of coding-noncoding RNA functional interactions in skeletal muscle.","Fondazione Cariplo"
"34527188","MyoData: An expression knowledgebase at single cell/nucleus level for the discovery of coding-noncoding RNA functional interactions in skeletal muscle.","Università degli Studi di Padova"
"32393257","MyoMiner: explore gene co-expression in normal and pathological muscle.",NA
"32451429","MyomirDB: A unified database and server platform for muscle atrophy myomiRs, coregulatory networks and regulons.",NA
"23189029","Myosinome: a database of myosins from select eukaryotic genomes to facilitate analysis of sequence-structure-function relationships.",NA
"34389843","Nabe: an energetic database of amino acid mutations in protein-nucleic acid binding interfaces. ","National Natural Science Foundation of China"
"34389843","Nabe: an energetic database of amino acid mutations in protein-nucleic acid binding interfaces. ","National Natural Science Foundation of China"
"26912952","NABIC Microarray: an integrated database of high throughput data for gene expression profiles.",NA
"28086860","Nicotiana attenuata Data Hub (NaDH): an integrative platform for exploring genomic, transcriptomic and metabolomic data in wild tobacco.","Seventh Framework Programme"
"28086860","Nicotiana attenuata Data Hub (NaDH): an integrative platform for exploring genomic, transcriptomic and metabolomic data in wild tobacco.","Swiss National Science Foundation"
"28086860","Nicotiana attenuata Data Hub (NaDH): an integrative platform for exploring genomic, transcriptomic and metabolomic data in wild tobacco.","Swiss National Science Foundation"
"25172923","The Naked Mole Rat Genome Resource: facilitating analyses of cancer and longevity-related adaptations.","NIA NIH HHS"
"25172923","The Naked Mole Rat Genome Resource: facilitating analyses of cancer and longevity-related adaptations.","NIA NIH HHS"
"25172923","The Naked Mole Rat Genome Resource: facilitating analyses of cancer and longevity-related adaptations.","Biotechnology and Biological Sciences Research Council"
"25172923","The Naked Mole Rat Genome Resource: facilitating analyses of cancer and longevity-related adaptations.","Wellcome Trust"
"25172923","The Naked Mole Rat Genome Resource: facilitating analyses of cancer and longevity-related adaptations.","Wellcome Trust"
"26896846","NALDB: nucleic acid ligand database for small molecules targeting nucleic acid. ",NA
"33103271","The NanDeSyn database for Nannochloropsis systems and synthetic biology.","Ministry of Science and Technology of the People&apos;s Republic of China"
"33103271","The NanDeSyn database for Nannochloropsis systems and synthetic biology.","National Natural Science Foundation of China-Guangdong Joint Fund"
"33103271","The NanDeSyn database for Nannochloropsis systems and synthetic biology.","Natural Science Foundation of Shandong Province"
"23874618","NanoMiner - integrative human transcriptomics data resource for nanoparticle research.",NA
"21928249","Development of a website and biobank database for the Nanosized Cancer Polymarker Biochip Project: a Multicenter Italian Experience.",NA
"28641017","NANPDB: A Resource for Natural Products from Northern African Sources.","Alexander von Humboldt-Stiftung"
"28641017","NANPDB: A Resource for Natural Products from Northern African Sources.","Deutscher Akademischer Austauschdienst"
"23996831","The Nencki Affective Picture System (NAPS): introduction to a novel, standardized, wide-range, high-quality, realistic picture database.",NA
"31640730","NARD: whole-genome reference panel of 1779 Northeast Asians improves imputation accuracy of rare and low-frequency variants.","Research Grant Council, Hong Kong"
"31640730","NARD: whole-genome reference panel of 1779 Northeast Asians improves imputation accuracy of rare and low-frequency variants.","Japan Agency for Medical Research and Development"
"26507856","Nucleotide binding database NBDB--a collection of sequence motifs with specific protein-ligand interactions.",NA
"33359127","NBIGV-DB: A dedicated database of non-B cell derived immunoglobulin variable region.","National Natural Science Foundation of China"
"33359127","NBIGV-DB: A dedicated database of non-B cell derived immunoglobulin variable region.","Peking University"
"33359127","NBIGV-DB: A dedicated database of non-B cell derived immunoglobulin variable region.","Chinese Academy of Medical Sciences"
"32117995","Nc2Eye: A Curated ncRNAomics Knowledgebase for Bridging Basic and Clinical Research in Eye Diseases.","Eye Hospital Wenzhou Medical University"
"32117995","Nc2Eye: A Curated ncRNAomics Knowledgebase for Bridging Basic and Clinical Research in Eye Diseases.","National Natural Science Foundation of China"
"22139910","The NCBI Taxonomy database.","Intramural NIH HHS"
"28961690","ncDR: a comprehensive resource of non-coding RNAs involved in drug resistance.","National Natural Science Foundation of China"
"23322530","The NCDR CathPCI Registry: a US national perspective on care and outcomes for percutaneous coronary intervention.",NA
"32105730","ncEP: A Manually Curated Database for Experimentally Validated ncRNA-encoded Proteins or Peptides.","National Natural Science Foundation of China"
"32105730","ncEP: A Manually Curated Database for Experimentally Validated ncRNA-encoded Proteins or Peptides.","Fundamental Research Funds for the Central Universities"
"32105730","ncEP: A Manually Curated Database for Experimentally Validated ncRNA-encoded Proteins or Peptides.","National Natural Science Foundation of China"
"32487016","ncRI: a manually curated database for experimentally validated non-coding RNAs in inflammation.","Fundamental Research Funds for the Central University"
"32487016","ncRI: a manually curated database for experimentally validated non-coding RNAs in inflammation.","National Natural Science Foundation of China"
"32487016","ncRI: a manually curated database for experimentally validated non-coding RNAs in inflammation.","National Natural Science Foundation of China"
"32487016","ncRI: a manually curated database for experimentally validated non-coding RNAs in inflammation.","Fundamental Research Funds for the Provincial Universities"
"25540777","Comprehensive reconstruction and visualization of non-coding regulatory networks in human.",NA
"31410488","ncRNA-eQTL: a database to systematically evaluate the effects of SNPs on non-coding RNA expression across cancer types.","Huazhong Agricultural University Scientific &amp; Technological Self-innovation Foundation"
"31637139","ncRNA2MetS: a manually curated database for non-coding RNAs associated with metabolic syndrome.","Youth Innovative Talents Training Program for Universities of Heilongjiang Province"
"31637139","ncRNA2MetS: a manually curated database for non-coding RNAs associated with metabolic syndrome.","Harbin Science and Technology Innovation Talents Research Project"
"31637139","ncRNA2MetS: a manually curated database for non-coding RNAs associated with metabolic syndrome.","China Scholarship Council"
"33275967","ncRNAVar: A Manually Curated Database for Identification of Noncoding RNA Variants Associated with Human Diseases.","Fundamental Research Funds for the Central Universities"
"33275967","ncRNAVar: A Manually Curated Database for Identification of Noncoding RNA Variants Associated with Human Diseases.","National Natural Science Foundation of China"
"33275967","ncRNAVar: A Manually Curated Database for Identification of Noncoding RNA Variants Associated with Human Diseases.","National Key Research and Development Program of China"
"27152146","The Non-Coding RNA Ontology (NCRO): a comprehensive resource for the unification of non-coding RNA biology.","National Cancer Institute"
"27152146","The Non-Coding RNA Ontology (NCRO): a comprehensive resource for the unification of non-coding RNA biology.","NIGMS NIH HHS"
"27152146","The Non-Coding RNA Ontology (NCRO): a comprehensive resource for the unification of non-coding RNA biology.","NCI NIH HHS"
"32122231","ncRPheno: a comprehensive database platform for identification and validation of disease related noncoding RNAs.","National Key R&amp;D Program of China"
"32122231","ncRPheno: a comprehensive database platform for identification and validation of disease related noncoding RNAs.","Key Technology Research and Development Program of Shandong"
"32122231","ncRPheno: a comprehensive database platform for identification and validation of disease related noncoding RNAs.","National Natural Science Foundation of China"
"24297257","NECTAR: a database of codon-centric missense variant annotations.","National Institute for Health Research (NIHR)"
"24297257","NECTAR: a database of codon-centric missense variant annotations.","Versus Arthritis"
"24297257","NECTAR: a database of codon-centric missense variant annotations.","Wellcome Trust"
"24297257","NECTAR: a database of codon-centric missense variant annotations.","Medical Research Council"
"24297257","NECTAR: a database of codon-centric missense variant annotations.","British Heart Foundation"
"24214996","Negatome 2.0: a database of non-interacting proteins derived by literature mining, manual annotation and protein structure analysis.",NA
"27017950","NeisseriaBase: a specialised Neisseria genomic resource and analysis platform.","High Impact Research (HIR)"
"27017950","NeisseriaBase: a specialised Neisseria genomic resource and analysis platform.","University of Malaya and Ministry of Education"
"27017950","NeisseriaBase: a specialised Neisseria genomic resource and analysis platform.","University of Malaya Research Grant"
"22419844","NeMedPlant: a database of therapeutic applications and chemical constituents of medicinal plants from north-east region of India.",NA
"22833564","NESdb: a database of NES-containing CRM1 cargoes.","NIGMS NIH HHS"
"22833564","NESdb: a database of NES-containing CRM1 cargoes.","Howard Hughes Medical Institute"
"22833564","NESdb: a database of NES-containing CRM1 cargoes.","NIGMS NIH HHS"
"22833564","NESdb: a database of NES-containing CRM1 cargoes.","NIGMS NIH HHS"
"22833564","NESdb: a database of NES-containing CRM1 cargoes.","NIGMS NIH HHS"
"22833564","NESdb: a database of NES-containing CRM1 cargoes.","NIGMS NIH HHS"
"22833564","NESdb: a database of NES-containing CRM1 cargoes.","NIGMS NIH HHS"
"34630517","NetGenes: A Database of Essential Genes Predicted Using Features From Interaction Networks.",NA
"25527095","Empowering biologists with multi-omics data: colorectal cancer as a paradigm.","NCI NIH HHS"
"23203867","NetwoRx: connecting drugs to networks and phenotypes in Saccharomyces cerevisiae.","Canadian Institutes of Health Research"
"26183225","Near East University Genetic Mutation Database (NEU-GD): The first mutation database of Northern Cyprus.",NA
"23286825","NeuroDNet - an open source platform for constructing and analyzing neurodegenerative disease networks.",NA
"24229347","NeuroGeM, a knowledgebase of genetic modifiers in neurodegenerative diseases.","CIHR"
"24229347","NeuroGeM, a knowledgebase of genetic modifiers in neurodegenerative diseases.","Medical Research Council"
"24229347","NeuroGeM, a knowledgebase of genetic modifiers in neurodegenerative diseases.","Wellcome Trust"
"24229347","NeuroGeM, a knowledgebase of genetic modifiers in neurodegenerative diseases.","Wellcome Trust"
"28651363","Multimodal mechanistic signatures for neurodegenerative diseases (NeuroMMSig): a web server for mechanism enrichment.",NA
"30684219","NeuroMuscleDB: a Database of Genes Associated with Muscle Development, Neuromuscular Diseases, Ageing, and Neurodegeneration.",NA
"21821666","NeuroPedia: neuropeptide database and spectral library.","NIMH NIH HHS"
"21821666","NeuroPedia: neuropeptide database and spectral library.","NINDS NIH HHS"
"21821666","NeuroPedia: neuropeptide database and spectral library.","NIDA NIH HHS"
"21821666","NeuroPedia: neuropeptide database and spectral library.","NCRR NIH HHS"
"21821666","NeuroPedia: neuropeptide database and spectral library.","NIDA NIH HHS"
"21821666","NeuroPedia: neuropeptide database and spectral library.","NHLBI NIH HHS"
"25931458","NeuroPep: a comprehensive resource of neuropeptides.",NA
"24271398","NeXO Web: the NeXO ontology database and visualization platform.","NIGMS NIH HHS"
"24271398","NeXO Web: the NeXO ontology database and visualization platform.","NIGMS NIH HHS"
"24271398","NeXO Web: the NeXO ontology database and visualization platform.","NIGMS NIH HHS"
"24271398","NeXO Web: the NeXO ontology database and visualization platform.","NIGMS NIH HHS"
"24271398","NeXO Web: the NeXO ontology database and visualization platform.","NIGMS NIH HHS"
"22139911","neXtProt: a knowledge platform for human proteins.",NA
"21884625","The NFI-Regulome Database: A tool for annotation and analysis of control regions of genes regulated by Nuclear Factor I transcription factors.",NA
"33514746","Nelumbo genome database, an integrative resource for gene expression and variants of Nelumbo nucifera.","National Natural Science Foundation of China"
"33514746","Nelumbo genome database, an integrative resource for gene expression and variants of Nelumbo nucifera.","Bureau of Landscaping and Forestry of Wuhan Municipality"
"33514746","Nelumbo genome database, an integrative resource for gene expression and variants of Nelumbo nucifera.","Hubei Chenguang Talented Youth Develoment Foundation"
"33514746","Nelumbo genome database, an integrative resource for gene expression and variants of Nelumbo nucifera.","National Natural Science Foundation of China"
"33514746","Nelumbo genome database, an integrative resource for gene expression and variants of Nelumbo nucifera.","National Natural Science Foundation of China (National Science Foundation of China)"
"33514746","Nelumbo genome database, an integrative resource for gene expression and variants of Nelumbo nucifera.","National Natural Science Foundation of China"
"33514746","Nelumbo genome database, an integrative resource for gene expression and variants of Nelumbo nucifera.","National Natural Science Foundation of China (National Science Foundation of China)"
"33514746","Nelumbo genome database, an integrative resource for gene expression and variants of Nelumbo nucifera.","National Natural Science Foundation of China (National Science Foundation of China)"
"22517761","NGS catalog: A database of next generation sequencing studies in humans.","NCI NIH HHS"
"22517761","NGS catalog: A database of next generation sequencing studies in humans.","NCI NIH HHS"
"24271385","NGSmethDB: an updated genome resource for high quality, single-cytosine resolution methylomes.",NA
"24501396","A comprehensive aligned nifH gene database: a multipurpose tool for studies of nitrogen-fixing bacteria.",NA
"26013919","NIG_MoG: a mouse genome navigator for exploring intersubspecific genetic polymorphisms.",NA
"32090261","NipahVR: a resource of multi-targeted putative therapeutics and epitopes for the Nipah virus. ","Council of Scientific and Industrial Research (CSIR), Government of India"
"32090261","NipahVR: a resource of multi-targeted putative therapeutics and epitopes for the Nipah virus. ","Council of Scientific and Industrial Research (CSIR), Government of India"
"27530928","NLDB: a database for 3D protein-ligand interactions in enzymatic reactions.",NA
"29106588","NLSdb-major update for database of nuclear localization signals and nuclear export signals.",NA
"23125372","Non-B DB v2.0: a database of predicted non-B DNA-forming motifs and its associated tools.","PHS HHS"
"24573879","NONATObase: a database for Polychaeta (Annelida) from the Southwestern Atlantic Ocean.",NA
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","Ministerio de Ciencia e Innovación - FEDER"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","Ministerio de Ciencia e Innovación - FEDER"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","Intramural Research Program of the NIH"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","Generalitat de Catalunya"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","Gobierno de Aragón"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","CCR NIH HHS"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","NCI NIH HHS"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","Ministerio de Ciencia e Innovación - FEDER"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","Center for Cancer Research"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","National Cancer Institute, National Institutes of Health"
"21491493","Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.","National Cancer Institute"
"26721496","NONCODEv4: Annotation of Noncoding RNAs with Emphasis on Long Noncoding RNAs.",NA
"32111231","NoncoRNA: a database of experimentally supported non-coding RNAs and drug targets in cancer.","The Research Project of the Health and Family Planning Commission of Heilongjiang Province"
"32111231","NoncoRNA: a database of experimentally supported non-coding RNAs and drug targets in cancer.","China Postdoctoral Science Foundation"
"32111231","NoncoRNA: a database of experimentally supported non-coding RNAs and drug targets in cancer.","Heilongjiang Postdoctoral Science Foundation"
"32111231","NoncoRNA: a database of experimentally supported non-coding RNAs and drug targets in cancer.","The Research Project of the Chinese Society of Neuro-oncology, CACA"
"32111231","NoncoRNA: a database of experimentally supported non-coding RNAs and drug targets in cancer.","National Natural Science Foundation of China"
"32111231","NoncoRNA: a database of experimentally supported non-coding RNAs and drug targets in cancer.","National Natural Science Foundation of China"
"22581809","Database of the radioactivity of norm used as industrial raw materials.",NA
"27285615","Northeast India Helminth Parasite Information Database (NEIHPID): Knowledge Base for Helminth Parasites.","Department of Biotechnology, Govt. of India"
"27285615","Northeast India Helminth Parasite Information Database (NEIHPID): Knowledge Base for Helminth Parasites.","Department of Information Technology, Ministry of Communications and Information Technology"
"25931459","novPTMenzy: a database for enzymes involved in novel post-translational modifications.",NA
"23203877","NPACT: Naturally Occurring Plant-based Anti-cancer Compound-Activity-Target database.",NA
"33306802","NPBS database: a chemical data resource with relational data between natural products and biological sources. ","National Natural Science Foundation of China"
"33306802","NPBS database: a chemical data resource with relational data between natural products and biological sources. ","SGST"
"33306802","NPBS database: a chemical data resource with relational data between natural products and biological sources. ","CSDB"
"28184254","NPCARE: database of natural products and fractional extracts for cancer regulation.","Basic Science Research Program through the National Research Foundation of Korea"
"25178289","Native Pig and Chicken Breed Database: NPCDB.",NA
"30354114","Nuclear Receptors Database Including Negative Data (NR-DBIND): A Database Dedicated to Nuclear Receptors Binding Data Including Negative Data and Pharmacological Profile.","Minist?re de l&apos;Enseignement Sup?rieur et de la Recherche"
"25262355","NrichD database: sequence databases enriched with computationally designed protein-like sequences aid in remote homology detection.",NA
"24666037","NRLiSt BDB, the manually curated nuclear receptors ligands and structures benchmarking database.",NA
"27899613","NSDNA: a manually curated database of experimentally supported ncRNAs associated with nervous system diseases.",NA
"22369214","Construction and analysis of a plant non-specific lipid transfer protein database (nsLTPDB).",NA
"23084778","NSort/DB: an intranuclear compartment protein database.",NA
"30335176","NucMap: a database of genome-wide nucleosome positioning map across species.","Chinese Academy of Sciences"
"30335176","NucMap: a database of genome-wide nucleosome positioning map across species.","National Key Research Program of China"
"30335176","NucMap: a database of genome-wide nucleosome positioning map across species.","Chinese Academy of Sciences"
"30335176","NucMap: a database of genome-wide nucleosome positioning map across species.","National Natural Science Foundation of China"
"30335176","NucMap: a database of genome-wide nucleosome positioning map across species.","National Development and Reform Commission of China"
"30335176","NucMap: a database of genome-wide nucleosome positioning map across species.","Chinese Academy of Sciences"
"30335176","NucMap: a database of genome-wide nucleosome positioning map across species.","National Natural Science Foundation of China"
"34120586","NUCOME: A comprehensive database of nucleosome organization referenced landscapes in mammalian genomes.","National Key Research and Development Program of China"
"34120586","NUCOME: A comprehensive database of nucleosome organization referenced landscapes in mammalian genomes.","National Natural Science Foundation of China"
"34120586","NUCOME: A comprehensive database of nucleosome organization referenced landscapes in mammalian genomes.","National Key Research and Development Program of China"
"34120586","NUCOME: A comprehensive database of nucleosome organization referenced landscapes in mammalian genomes.","National Natural Science Foundation of China"
"34120586","NUCOME: A comprehensive database of nucleosome organization referenced landscapes in mammalian genomes.","National Natural Science Foundation of China"
"23196988","NURBS: a database of experimental and predicted nuclear receptor binding sites of mouse.","NCI NIH HHS"
"23196988","NURBS: a database of experimental and predicted nuclear receptor binding sites of mouse.","NIDDK NIH HHS"
"23196988","NURBS: a database of experimental and predicted nuclear receptor binding sites of mouse.","NIDDK NIH HHS"
"23196988","NURBS: a database of experimental and predicted nuclear receptor binding sites of mouse.","NIDDK NIH HHS"
"23196988","NURBS: a database of experimental and predicted nuclear receptor binding sites of mouse.","NIDDK NIH HHS"
"23196988","NURBS: a database of experimental and predicted nuclear receptor binding sites of mouse.","NCI NIH HHS"
"29739837","NvERTx: a gene expression database to compare embryogenesis and regeneration in the sea anemone Nematostella vectensis. ","Association pour la Recherche sur le Cancer"
"29739837","NvERTx: a gene expression database to compare embryogenesis and regeneration in the sea anemone Nematostella vectensis. ","Ligue Contre le Cancer"
"29739837","NvERTx: a gene expression database to compare embryogenesis and regeneration in the sea anemone Nematostella vectensis. ","Minist?re de l&apos;Enseignement Sup?rieur et de la Recherche"
"29739837","NvERTx: a gene expression database to compare embryogenesis and regeneration in the sea anemone Nematostella vectensis. ","Seventh Framework Programme"
"29739837","NvERTx: a gene expression database to compare embryogenesis and regeneration in the sea anemone Nematostella vectensis. ","ATIP-Avenir"
"29739837","NvERTx: a gene expression database to compare embryogenesis and regeneration in the sea anemone Nematostella vectensis. ","Fondation pour la Recherche M?dicale"
"33442735","O-GlcNAcAtlas: A database of experimentally identified O-GlcNAc sites and proteins.","NCI NIH HHS"
"33442735","O-GlcNAcAtlas: A database of experimentally identified O-GlcNAc sites and proteins.","National Institutes of Health"
"33442735","O-GlcNAcAtlas: A database of experimentally identified O-GlcNAc sites and proteins.","National Cancer Institute"
"33442735","O-GlcNAcAtlas: A database of experimentally identified O-GlcNAc sites and proteins.","NCI NIH HHS"
"28365722","OCaPPI-Db: an oligonucleotide probe database for pathogen identification through hybridization capture. ",NA
"34241085","OCELOT: An infrastructure for data-driven research to discover and design crystalline organic semiconductors.","National Science Foundation"
"34241085","OCELOT: An infrastructure for data-driven research to discover and design crystalline organic semiconductors.","National Science Foundation"
"34241085","OCELOT: An infrastructure for data-driven research to discover and design crystalline organic semiconductors.","National Science Foundation"
"34241085","OCELOT: An infrastructure for data-driven research to discover and design crystalline organic semiconductors.","National Science Foundation Extreme Science and Engineering Discovery Environment"
"32974523","Ocins database: a database of bug-busters from <i>Bifidobacterium</i>, <i>Lactobacillus</i>, and <i>Enterococcus</i>.",NA
"25604238","ocsESTdb: a database of oil crop seed EST sequences for comparative analysis and investigation of a global metabolic network and oil accumulation metabolism.",NA
"26995712","Rare disease relations through common genes and protein interactions.",NA
"31662803","The Open-source Data Inventory for Anthropogenic Carbon dioxide (CO<sub>2</sub>), version 2016 (ODIAC2016): A global, monthly fossil-fuel CO<sub>2</sub> gridded emission data product for tracer transport simulations and surface flux inversions.","Goddard Space Flight Center NASA"
"32324748","OdoBD: An online database for the dragonflies and damselflies of Bangladesh.","Rufford Foundation"
"32324748","OdoBD: An online database for the dragonflies and damselflies of Bangladesh.","Explorers Club"
"33247934","OGDA: a comprehensive organelle genome database for algae. ","the Chinese Universities Scientific Fund"
"33247934","OGDA: a comprehensive organelle genome database for algae. ","the Natural Science Foundation of Shandong Province"
"33247934","OGDA: a comprehensive organelle genome database for algae. ","Top Talent Program of The Yantai University"
"33247934","OGDA: a comprehensive organelle genome database for algae. ","China-ASEAN Maritime Cooperation Fund"
"26827236","OGDD (Olive Genetic Diversity Database): a microsatellite markers' genotypes database of worldwide olive trees for cultivar identification and virgin olive oil traceability. ",NA
"30535146","Comparative Analysis of Oomycete Genome Evolution Using the Oomycete Gene Order Browser (OGOB).","Irish Research Council, Government of Ireland"
"33581334","OGP: A Repository of Experimentally Characterized O-glycoproteins to Facilitate Studies on O-glycosylation.","National Key Research and Development Program of China"
"33581334","OGP: A Repository of Experimentally Characterized O-glycoproteins to Facilitate Studies on O-glycosylation.","National Key Research and Development Program of China"
"33581334","OGP: A Repository of Experimentally Characterized O-glycoproteins to Facilitate Studies on O-glycosylation.","National Key Research and Development Program of China"
"33581334","OGP: A Repository of Experimentally Characterized O-glycoproteins to Facilitate Studies on O-glycosylation.","National Natural Science Foundation of China"
"31566225","OGRDB: a reference database of inferred immune receptor genes.","NIAID NIH HHS"
"31566225","OGRDB: a reference database of inferred immune receptor genes.","National Institutes of Health"
"31566225","OGRDB: a reference database of inferred immune receptor genes.","NIAID NIH HHS"
"31566225","OGRDB: a reference database of inferred immune receptor genes.","National Institutes of Health"
"31566225","OGRDB: a reference database of inferred immune receptor genes.","NIAID NIH HHS"
"31566225","OGRDB: a reference database of inferred immune receptor genes.","National Institutes of Health"
"31566225","OGRDB: a reference database of inferred immune receptor genes.","Swedish Research Council"
"27234245","OGRO: The Overview of functionally characterized Genes in Rice online database.",NA
"31612943","OHNOLOGS v2: a comprehensive resource for the genes retained from whole genome duplication in vertebrates.","La Ligue Contre le Cancer"
"31612943","OHNOLOGS v2: a comprehensive resource for the genes retained from whole genome duplication in vertebrates.","Erasmus Mundus"
"25399418","The OMA orthology database in 2015: function predictions, better plant support, synteny view and other improvements.","Biotechnology and Biological Sciences Research Council"
"25399418","The OMA orthology database in 2015: function predictions, better plant support, synteny view and other improvements.","Wellcome Trust"
"28182744","Organic materials database: An open-access online database for data mining.","Villum Fonden (DK)"
"28182744","Organic materials database: An open-access online database for data mining.","Villum Fonden"
"28182744","Organic materials database: An open-access online database for data mining.","European Research Council"
"28182744","Organic materials database: An open-access online database for data mining.","Vetenskapsrådet"
"28182744","Organic materials database: An open-access online database for data mining.","Knut och Alice Wallenbergs Stiftelse (SE)"
"28182744","Organic materials database: An open-access online database for data mining.","European Research Council"
"32556221","The OMEGA-NET International Inventory of Occupational Cohorts.","European Cooperation in Science and Technology"
"32556221","The OMEGA-NET International Inventory of Occupational Cohorts.","Spanish Ministry of Science, Innovation and Universities"
"32556221","The OMEGA-NET International Inventory of Occupational Cohorts.","European Cooperation in Science and Technology"
"32556221","The OMEGA-NET International Inventory of Occupational Cohorts.","European Social Fund"
"32556221","The OMEGA-NET International Inventory of Occupational Cohorts.","Ramón y Cajal"
"25024350","OMICtools: an informative directory for multi-omic data analysis. ",NA
"25428349","OMIM.org: Online Mendelian Inheritance in Man (OMIM®), an online catalog of human genes and genetic disorders.","NHGRI NIH HHS"
"25428349","OMIM.org: Online Mendelian Inheritance in Man (OMIM®), an online catalog of human genes and genetic disorders.","NHGRI NIH HHS"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","Biotechnology and Biological Sciences Research Council"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","Biotechnology and Biological Sciences Research Council"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","Biotechnology and Biological Sciences Research Council"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","Biotechnology and Biological Sciences Research Council"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","UKRI|Biotechnology and Biological Sciences Research Council (BBSRC)"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","UKRI|Biotechnology and Biological Sciences Research Council (BBSRC)"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","UK Research and Innovation|Biotechnology and Biological Sciences Research Council, ISP grant for Gut Microbes and Health"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","JRC COMBINE, partially funded by Bayer AG"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","Deutsche Forschungsgemeinschaft"
"33749993","Integrated intra- and intercellular signaling knowledge for multicellular omics analysis.","Biotechnology and Biological Sciences Research Council"
